TSK,TSK_desc,Registrovano_pocet,Objasneno_pocet,Objasneno_procent,Spachano_nezletilymi,Spachano_mladistvymi,Spachano_detmi,Spachano_opakovane,Spachano_cizinci,Spachano_pod_vlivem,Spachano_pod_vlivem_alkoholu,Spachano_firmou,Objasneno_dodatecne,Objasneno_celkem,Spachano_nezletilymi_celkem,Spachano_mladistvymi_celkem,Spachano_detmi_celkem,Spachano_opakovane_celkem,Spachano_cizinci_celkem,Spachano_pod_vlivem_celkem,Spachano_pod_vlivem_alkoholu_celkem,Spachano_firmou_celkem,Skoda_celkem_tis,Skoda_zajistena_tis,Region,Period
400-499,krádeže prosté,78,29,0.3718,0,0,0,22,1,0,0,0,17,46,0,0,0,37,1,0,0,0,1713,5,Karlovarský,2024-01-01
500-599,ostatní majetková kriminalita,64,2,0.0313,0,0,0,2,0,0,0,0,9,11,1,1,2,6,0,0,0,0,6506,0,Karlovarský,2024-01-01
300-599,majetková kriminalita,223,42,0.1883,0,0,0,34,1,0,0,0,55,97,1,1,2,71,1,0,0,0,11660,5,Karlovarský,2024-01-01
600-699,ostatní kriminalita,82,28,0.34149999999999997,0,0,0,20,1,1,0,0,23,51,0,1,1,35,3,3,1,0,691,0,Karlovarský,2024-01-01
100-699,obecná kriminalita,367,84,0.2289,0,0,0,63,4,3,1,0,96,180,2,3,5,122,8,7,2,0,12531,5,Karlovarský,2024-01-01
700-799,zbývající kriminalita,74,11,0.1487,0,1,1,1,4,10,9,0,38,49,0,2,2,13,7,31,23,0,1614,0,Karlovarský,2024-01-01
800-899,hospodářská kriminalita,41,1,0.024399999999999998,0,0,0,0,0,0,0,0,7,8,0,0,0,2,1,0,0,0,21227,0,Karlovarský,2024-01-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karlovarský,2024-01-01
100-106,vraždy,28,18,0.6429,1,2,3,8,3,8,6,0,4,22,2,3,5,8,4,8,6,0,400,0,Česká republika,2024-02-01
100-199,násilná kriminalita,2754,851,0.309,20,35,55,430,124,154,100,0,788,1639,71,110,176,731,219,255,163,0,14359,206,Česká republika,2024-02-01
200-299,mravnostní kriminalita,649,172,0.265,17,12,29,58,20,13,7,0,206,378,57,43,100,103,31,20,12,1,0,0,Česká republika,2024-02-01
300-399,krádeže vloupáním,4667,577,0.12359999999999999,5,13,18,474,33,17,3,0,767,1344,16,47,63,1100,58,27,4,0,253007,428,Česká republika,2024-02-01
400-499,krádeže prosté,5768,2136,0.3703,4,15,19,1770,110,100,40,0,972,3108,17,57,74,2475,200,117,48,0,196508,3249,Česká republika,2024-02-01
500-599,ostatní majetková kriminalita,6144,401,0.0653,3,6,9,207,52,40,25,1,739,1140,20,37,57,525,139,57,35,2,1055023,1139,Česká republika,2024-02-01
300-599,majetková kriminalita,16579,3114,0.18780000000000002,12,34,46,2451,195,157,68,1,2478,5592,53,141,194,4100,397,201,87,2,1504538,4816,Česká republika,2024-02-01
600-699,ostatní kriminalita,5294,2433,0.4596,14,48,62,1538,257,265,113,0,1118,3551,43,142,184,2162,343,352,162,0,116853,0,Česká republika,2024-02-01
100-699,obecná kriminalita,25276,6570,0.25989999999999996,63,129,192,4477,596,589,288,1,4590,11160,224,436,654,7096,990,828,424,3,1635749,5021,Česká republika,2024-02-01
700-799,zbývající kriminalita,4587,1714,0.3737,4,9,13,520,318,1219,988,0,1678,3392,7,21,28,1061,513,1765,1396,0,292024,0,Česká republika,2024-02-01
800-899,hospodářská kriminalita,2834,753,0.2657,0,3,3,179,296,3,3,5,497,1250,2,8,10,314,384,4,3,39,2088175,62,Česká republika,2024-02-01
900-999,vojenské a protiústavní činy,2,1,0.5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Česká republika,2024-02-01
100-106,vraždy,7,2,0.2857,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,1,1,0,0,0,Praha,2024-02-01
100-199,násilná kriminalita,342,101,0.2953,5,2,7,45,27,9,6,0,82,183,13,4,17,71,50,16,13,0,4369,0,Praha,2024-02-01
200-299,mravnostní kriminalita,82,26,0.3171,3,2,5,8,6,2,0,0,24,50,8,5,13,13,7,2,0,0,0,0,Praha,2024-02-01
300-399,krádeže vloupáním,1437,53,0.0369,0,0,0,47,6,0,0,0,159,212,0,2,2,181,12,1,0,0,91765,127,Praha,2024-02-01
400-499,krádeže prosté,1512,255,0.1686,0,0,0,189,44,10,4,0,192,447,1,0,1,343,82,10,4,0,43896,1284,Praha,2024-02-01
500-599,ostatní majetková kriminalita,1469,61,0.0415,0,0,0,32,19,3,3,0,130,191,2,1,3,79,48,6,5,0,239198,5,Praha,2024-02-01
300-599,majetková kriminalita,4418,369,0.08349999999999999,0,0,0,268,69,13,7,0,481,850,3,3,6,603,142,17,9,0,374859,1416,Praha,2024-02-01
600-699,ostatní kriminalita,905,331,0.36579999999999996,0,0,0,199,76,27,9,0,128,459,1,7,8,268,95,34,14,0,13065,0,Praha,2024-02-01
100-699,obecná kriminalita,5747,827,0.1439,8,4,12,520,178,51,22,0,715,1542,25,19,44,955,294,69,36,0,392292,1416,Praha,2024-02-01
700-799,zbývající kriminalita,412,184,0.44659999999999994,0,0,0,39,51,137,87,0,184,368,0,0,0,92,94,191,114,0,56846,0,Praha,2024-02-01
800-899,hospodářská kriminalita,683,254,0.37189999999999995,0,1,1,61,208,1,1,0,124,378,0,3,3,93,244,1,1,5,1047504,0,Praha,2024-02-01
900-999,vojenské a protiústavní činy,2,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Praha,2024-02-01
100-106,vraždy,3,2,0.6667000000000001,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,1,1,0,0,0,Středočeský,2024-02-01
100-199,násilná kriminalita,309,95,0.3074,2,2,4,46,10,7,7,0,83,178,7,5,12,81,16,11,9,0,492,0,Středočeský,2024-02-01
200-299,mravnostní kriminalita,66,17,0.2576,1,2,3,8,4,0,0,0,38,55,4,7,11,21,7,2,2,0,0,0,Středočeský,2024-02-01
300-399,krádeže vloupáním,552,55,0.09960000000000001,0,2,2,47,6,8,1,0,93,148,2,9,11,124,9,13,1,0,33498,10,Středočeský,2024-02-01
400-499,krádeže prosté,459,174,0.3791,2,1,3,114,17,6,3,0,114,288,4,6,10,190,27,8,4,0,23297,146,Středočeský,2024-02-01
500-599,ostatní majetková kriminalita,691,36,0.0521,1,0,1,20,5,3,3,0,100,136,3,1,4,61,15,4,4,1,100827,0,Středočeský,2024-02-01
300-599,majetková kriminalita,1702,265,0.1557,3,3,6,181,28,17,7,0,307,572,9,16,25,375,51,25,9,1,157621,156,Středočeský,2024-02-01
600-699,ostatní kriminalita,645,356,0.5519,0,1,1,228,31,21,10,0,196,552,5,10,15,345,48,27,15,0,13396,0,Středočeský,2024-02-01
100-699,obecná kriminalita,2722,733,0.2693,6,8,14,463,73,45,24,0,624,1357,25,38,63,822,122,65,35,1,171509,156,Středočeský,2024-02-01
700-799,zbývající kriminalita,660,264,0.4,0,1,1,70,64,205,183,0,249,513,0,3,3,145,102,270,240,0,47033,0,Středočeský,2024-02-01
800-899,hospodářská kriminalita,204,23,0.1128,0,0,0,5,8,0,0,0,54,77,0,0,0,22,17,0,0,4,64915,62,Středočeský,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Středočeský,2024-02-01
100-106,vraždy,2,1,0.5,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,Jihočeský,2024-02-01
100-199,násilná kriminalita,174,59,0.33909999999999996,1,1,2,31,7,7,5,0,34,93,5,2,7,42,11,9,7,0,72,0,Jihočeský,2024-02-01
200-299,mravnostní kriminalita,46,15,0.3261,1,0,1,0,0,0,0,0,9,24,2,1,3,1,0,0,0,0,0,0,Jihočeský,2024-02-01
300-399,krádeže vloupáním,167,34,0.2036,0,0,0,23,1,0,0,0,26,60,0,2,2,41,2,0,0,0,9840,18,Jihočeský,2024-02-01
400-499,krádeže prosté,202,112,0.5545,0,1,1,97,2,3,3,0,34,146,0,3,3,123,4,3,3,0,3264,45,Jihočeský,2024-02-01
500-599,ostatní majetková kriminalita,233,24,0.10300000000000001,0,0,0,14,1,1,1,0,25,49,1,0,1,29,3,1,1,0,58769,0,Jihočeský,2024-02-01
300-599,majetková kriminalita,602,170,0.2824,0,1,1,134,4,4,4,0,85,255,1,5,6,193,9,4,4,0,71872,63,Jihočeský,2024-02-01
600-699,ostatní kriminalita,313,171,0.5463,5,5,10,107,18,17,7,0,53,224,6,10,16,130,20,24,8,0,11184,0,Jihočeský,2024-02-01
100-699,obecná kriminalita,1135,415,0.36560000000000004,7,7,14,272,29,28,16,0,181,596,14,18,32,366,40,37,19,0,83128,63,Jihočeský,2024-02-01
700-799,zbývající kriminalita,345,144,0.4174,0,0,0,58,23,70,57,0,77,221,0,0,0,92,30,95,73,0,29010,0,Jihočeský,2024-02-01
800-899,hospodářská kriminalita,186,48,0.2581,0,0,0,15,4,0,0,0,31,79,1,0,1,23,7,0,0,1,112843,0,Jihočeský,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihočeský,2024-02-01
100-106,vraždy,1,1,1.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,Plzeňský,2024-02-01
100-199,násilná kriminalita,166,51,0.3072,0,6,6,23,18,9,8,0,50,101,2,12,14,43,32,10,9,0,393,0,Plzeňský,2024-02-01
200-299,mravnostní kriminalita,35,4,0.1143,1,0,1,0,0,0,0,0,13,17,6,2,8,4,1,0,0,0,0,0,Plzeňský,2024-02-01
300-399,krádeže vloupáním,226,19,0.08410000000000001,0,0,0,15,2,0,0,0,53,72,0,2,2,64,5,0,0,0,5664,2,Plzeňský,2024-02-01
400-499,krádeže prosté,211,66,0.3128,1,0,1,47,4,2,1,0,48,114,2,0,2,79,13,2,1,0,26811,99,Plzeňský,2024-02-01
500-599,ostatní majetková kriminalita,278,16,0.0576,0,0,0,5,2,1,1,0,38,54,0,4,4,21,6,1,1,0,29853,0,Plzeňský,2024-02-01
300-599,majetková kriminalita,715,101,0.1413,1,0,1,67,8,3,2,0,139,240,2,6,8,164,24,3,2,0,62327,100,Plzeňský,2024-02-01
600-699,ostatní kriminalita,281,112,0.3986,0,1,1,63,21,11,3,0,103,215,1,12,13,119,35,20,8,0,18572,0,Plzeňský,2024-02-01
100-699,obecná kriminalita,1197,268,0.22390000000000002,2,7,9,153,47,23,13,0,305,573,11,32,43,330,92,33,19,0,81292,100,Plzeňský,2024-02-01
700-799,zbývající kriminalita,322,68,0.2112,0,0,0,19,19,55,46,0,143,211,1,0,1,69,39,125,97,0,14495,0,Plzeňský,2024-02-01
800-899,hospodářská kriminalita,119,14,0.1177,0,0,0,3,4,0,0,0,22,36,0,1,1,7,7,0,0,1,18179,0,Plzeňský,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plzeňský,2024-02-01
100-106,vraždy,2,2,1.0,0,0,0,2,0,2,2,0,0,2,0,0,0,2,0,2,2,0,0,0,Ústecký,2024-02-01
100-199,násilná kriminalita,321,125,0.38939999999999997,3,4,7,71,10,31,17,0,60,185,6,15,21,88,18,38,21,0,993,3,Ústecký,2024-02-01
200-299,mravnostní kriminalita,107,40,0.3738,4,3,7,18,2,3,2,0,30,70,9,11,20,21,2,4,3,0,0,0,Ústecký,2024-02-01
300-399,krádeže vloupáním,377,76,0.2016,0,3,3,62,1,2,0,0,75,151,2,7,9,116,2,2,0,0,13462,131,Ústecký,2024-02-01
400-499,krádeže prosté,623,368,0.5907,1,3,4,325,3,19,4,0,79,447,3,9,12,383,7,20,5,0,16084,241,Ústecký,2024-02-01
500-599,ostatní majetková kriminalita,462,55,0.1191,0,3,3,28,1,13,6,0,68,123,1,11,12,60,6,16,6,0,76683,0,Ústecký,2024-02-01
300-599,majetková kriminalita,1462,499,0.34130000000000005,1,9,10,415,5,34,10,0,222,721,6,27,33,559,15,38,11,0,106229,372,Ústecký,2024-02-01
600-699,ostatní kriminalita,596,313,0.5252,2,3,5,217,15,38,13,0,108,421,5,16,21,275,19,43,14,0,15637,0,Ústecký,2024-02-01
100-699,obecná kriminalita,2486,977,0.39299999999999996,10,19,29,721,32,106,42,0,420,1397,26,69,95,943,54,123,49,0,122859,375,Ústecký,2024-02-01
700-799,zbývající kriminalita,469,133,0.2836,1,2,3,55,22,94,73,0,170,303,2,4,6,127,38,125,100,0,59367,0,Ústecký,2024-02-01
800-899,hospodářská kriminalita,241,90,0.3734,0,1,1,20,12,0,0,1,31,121,0,1,1,27,20,0,0,1,106850,0,Ústecký,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ústecký,2024-02-01
100-106,vraždy,3,2,0.6667000000000001,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,400,0,Královéhradecký,2024-02-01
100-199,násilná kriminalita,107,33,0.3084,0,0,0,14,4,3,3,0,35,68,1,2,2,30,8,14,12,0,731,0,Královéhradecký,2024-02-01
200-299,mravnostní kriminalita,29,4,0.1379,1,0,1,0,1,1,1,0,13,17,7,3,10,3,1,1,1,0,0,0,Královéhradecký,2024-02-01
300-399,krádeže vloupáním,112,28,0.25,0,1,1,19,1,1,0,0,20,48,0,2,2,31,2,1,0,0,5964,51,Královéhradecký,2024-02-01
400-499,krádeže prosté,169,59,0.34909999999999997,0,3,3,47,1,2,2,0,46,105,0,7,7,82,5,2,2,0,7570,9,Královéhradecký,2024-02-01
500-599,ostatní majetková kriminalita,238,17,0.07139999999999999,0,0,0,14,0,1,1,1,34,51,1,1,2,32,3,4,3,1,39913,0,Královéhradecký,2024-02-01
300-599,majetková kriminalita,519,104,0.2004,0,4,4,80,2,4,3,1,100,204,1,10,11,145,10,7,5,1,53448,61,Královéhradecký,2024-02-01
600-699,ostatní kriminalita,215,92,0.4279,1,0,1,67,6,9,4,0,36,128,2,4,6,88,9,11,5,0,1780,0,Královéhradecký,2024-02-01
100-699,obecná kriminalita,870,233,0.26780000000000004,2,4,6,161,13,17,11,1,184,417,11,19,29,266,28,33,23,1,55958,61,Královéhradecký,2024-02-01
700-799,zbývající kriminalita,206,88,0.42719999999999997,0,3,3,21,9,68,47,0,59,147,0,3,3,30,12,87,62,0,7875,0,Královéhradecký,2024-02-01
800-899,hospodářská kriminalita,122,30,0.2459,0,1,1,5,8,1,1,0,18,48,0,1,1,9,13,1,1,1,27626,0,Královéhradecký,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Královéhradecký,2024-02-01
100-106,vraždy,1,1,1.0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Jihomoravský,2024-02-01
100-199,násilná kriminalita,269,55,0.2045,0,6,6,27,10,14,8,0,107,162,3,18,21,72,17,31,19,0,681,0,Jihomoravský,2024-02-01
200-299,mravnostní kriminalita,51,15,0.29410000000000003,0,2,2,6,2,0,0,0,22,37,4,6,10,10,5,1,1,1,0,0,Jihomoravský,2024-02-01
300-399,krádeže vloupáním,470,28,0.0596,0,0,0,23,3,2,0,0,54,82,0,1,1,72,6,5,0,0,20319,0,Jihomoravský,2024-02-01
400-499,krádeže prosté,594,156,0.2626,0,0,0,133,8,14,5,0,120,276,1,6,7,223,20,21,8,0,21501,919,Jihomoravský,2024-02-01
500-599,ostatní majetková kriminalita,758,31,0.0409,0,0,0,18,0,2,2,0,103,134,0,5,5,64,12,2,2,0,203232,0,Jihomoravský,2024-02-01
300-599,majetková kriminalita,1822,215,0.11800000000000001,0,0,0,174,11,18,7,0,277,492,1,12,13,359,38,28,10,0,245052,919,Jihomoravský,2024-02-01
600-699,ostatní kriminalita,478,144,0.3013,0,3,3,79,23,21,9,0,141,285,1,15,15,163,37,40,20,0,3387,0,Jihomoravský,2024-02-01
100-699,obecná kriminalita,2620,429,0.1637,0,11,11,286,46,53,24,0,547,976,9,51,59,604,97,100,50,1,249120,919,Jihomoravský,2024-02-01
700-799,zbývající kriminalita,442,134,0.3032,0,0,0,46,27,99,75,0,184,318,1,6,7,96,49,194,149,0,15085,0,Jihomoravský,2024-02-01
800-899,hospodářská kriminalita,296,38,0.1284,0,0,0,10,27,1,1,0,71,109,0,2,2,31,38,1,1,15,173547,0,Jihomoravský,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihomoravský,2024-02-01
100-106,vraždy,2,1,0.5,0,0,0,0,1,1,1,0,1,2,1,0,1,0,1,1,1,0,0,0,Moravskoslezský,2024-02-01
100-199,násilná kriminalita,361,115,0.3186,4,6,10,73,6,21,11,0,119,234,20,22,39,120,17,31,15,0,2693,0,Moravskoslezský,2024-02-01
200-299,mravnostní kriminalita,80,18,0.225,4,2,6,3,3,2,1,0,20,38,10,3,13,6,5,2,1,0,0,0,Moravskoslezský,2024-02-01
300-399,krádeže vloupáním,565,140,0.24780000000000002,2,3,5,116,8,0,0,0,117,257,5,11,16,222,8,0,0,0,15089,36,Moravskoslezský,2024-02-01
400-499,krádeže prosté,908,440,0.48460000000000003,0,4,4,384,10,4,2,0,132,572,5,12,17,482,14,4,2,0,21257,217,Moravskoslezský,2024-02-01
500-599,ostatní majetková kriminalita,660,42,0.0636,0,1,1,23,5,0,0,0,95,137,1,8,9,63,12,1,0,0,88161,0,Moravskoslezský,2024-02-01
300-599,majetková kriminalita,2133,622,0.2916,2,8,10,523,23,4,2,0,344,966,11,31,42,767,34,5,2,0,124506,254,Moravskoslezský,2024-02-01
600-699,ostatní kriminalita,622,334,0.537,3,12,15,233,13,33,11,0,127,461,14,29,43,310,17,39,13,0,7236,0,Moravskoslezský,2024-02-01
100-699,obecná kriminalita,3196,1089,0.3407,13,28,41,832,45,60,25,0,610,1699,55,85,137,1203,73,77,31,0,134435,254,Moravskoslezský,2024-02-01
700-799,zbývající kriminalita,456,183,0.40130000000000005,1,1,2,70,13,125,107,0,186,369,1,2,3,135,23,172,144,0,7682,0,Moravskoslezský,2024-02-01
800-899,hospodářská kriminalita,308,86,0.2792,0,0,0,38,2,0,0,1,32,118,0,0,0,52,7,0,0,3,87265,0,Moravskoslezský,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moravskoslezský,2024-02-01
100-106,vraždy,1,1,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Olomoucký,2024-02-01
100-199,násilná kriminalita,168,55,0.3274,3,2,5,21,7,15,12,0,54,109,8,8,15,42,9,22,17,0,738,203,Olomoucký,2024-02-01
200-299,mravnostní kriminalita,23,2,0.087,0,0,0,1,1,2,2,0,10,12,1,1,2,1,1,2,2,0,0,0,Olomoucký,2024-02-01
300-399,krádeže vloupáním,134,22,0.1642,0,0,0,18,0,1,1,0,22,44,3,1,4,33,0,1,1,0,5119,0,Olomoucký,2024-02-01
400-499,krádeže prosté,241,118,0.48960000000000004,0,1,1,105,4,11,6,0,43,161,0,4,4,131,5,13,8,0,5545,97,Olomoucký,2024-02-01
500-599,ostatní majetková kriminalita,298,32,0.1074,0,0,0,12,8,2,0,0,29,61,1,1,2,25,12,4,2,0,41938,0,Olomoucký,2024-02-01
300-599,majetková kriminalita,673,172,0.2556,0,1,1,135,12,14,7,0,94,266,4,6,10,189,17,18,11,0,52602,97,Olomoucký,2024-02-01
600-699,ostatní kriminalita,248,112,0.45159999999999995,1,8,9,48,6,16,7,0,51,163,2,10,12,68,7,24,14,0,2015,0,Olomoucký,2024-02-01
100-699,obecná kriminalita,1112,341,0.30670000000000003,4,11,15,205,26,47,28,0,209,550,15,25,39,300,34,66,44,0,55354,300,Olomoucký,2024-02-01
700-799,zbývající kriminalita,300,134,0.44670000000000004,0,0,0,34,20,90,79,0,93,227,0,0,0,59,24,121,106,0,10990,0,Olomoucký,2024-02-01
800-899,hospodářská kriminalita,200,65,0.325,0,0,0,5,7,0,0,0,23,88,0,0,0,8,8,0,0,2,72195,0,Olomoucký,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olomoucký,2024-02-01
100-106,vraždy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zlínský,2024-02-01
100-199,násilná kriminalita,119,28,0.2353,0,1,1,18,3,12,5,0,32,60,1,2,3,34,7,28,15,0,294,0,Zlínský,2024-02-01
200-299,mravnostní kriminalita,22,1,0.0455,0,0,0,1,0,1,1,0,6,7,1,1,2,4,0,2,2,0,0,0,Zlínský,2024-02-01
300-399,krádeže vloupáním,109,9,0.08259999999999999,1,0,1,6,0,1,0,0,5,14,2,1,3,7,0,1,0,0,5350,32,Zlínský,2024-02-01
400-499,krádeže prosté,200,98,0.49,0,1,1,84,2,17,4,0,46,144,0,1,1,121,2,19,5,0,3294,66,Zlínský,2024-02-01
500-599,ostatní majetková kriminalita,217,22,0.1014,0,2,2,8,2,6,2,0,15,37,1,2,3,14,2,7,3,0,39324,340,Zlínský,2024-02-01
300-599,majetková kriminalita,526,129,0.24530000000000002,1,3,4,98,4,24,6,0,66,195,3,4,7,142,4,27,8,0,47969,437,Zlínský,2024-02-01
600-699,ostatní kriminalita,209,86,0.4115,0,2,2,59,8,22,17,0,25,111,0,3,3,70,9,26,19,0,469,0,Zlínský,2024-02-01
100-699,obecná kriminalita,876,244,0.2785,1,6,7,176,15,59,29,0,129,373,5,10,15,250,20,83,44,0,48733,437,Zlínský,2024-02-01
700-799,zbývající kriminalita,254,89,0.3504,0,0,0,33,12,57,47,0,59,148,0,0,0,53,21,82,66,0,12275,0,Zlínský,2024-02-01
800-899,hospodářská kriminalita,130,31,0.23850000000000002,0,0,0,2,4,0,0,1,17,48,0,0,0,4,4,0,0,3,139089,0,Zlínský,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zlínský,2024-02-01
100-106,vraždy,2,2,1.0,0,1,1,0,1,1,0,0,0,2,0,1,1,0,1,1,0,0,0,0,Vysočina,2024-02-01
100-199,násilná kriminalita,113,34,0.3009,1,4,5,19,5,12,8,0,33,67,1,9,10,28,9,18,11,0,1581,0,Vysočina,2024-02-01
200-299,mravnostní kriminalita,27,7,0.2593,0,0,0,3,0,2,0,0,6,13,2,1,3,3,0,3,0,0,0,0,Vysočina,2024-02-01
300-399,krádeže vloupáním,88,32,0.3636,0,3,3,31,0,1,0,0,17,49,0,5,5,46,0,1,0,0,11096,0,Vysočina,2024-02-01
400-499,krádeže prosté,139,68,0.4892,0,1,1,57,2,4,1,0,22,90,1,3,4,70,2,5,1,0,6308,11,Vysočina,2024-02-01
500-599,ostatní majetková kriminalita,213,13,0.061,0,0,0,9,1,2,1,0,19,32,1,1,2,16,3,2,1,0,43035,0,Vysočina,2024-02-01
300-599,majetková kriminalita,440,113,0.2568,0,4,4,97,3,7,2,0,58,171,2,9,11,132,5,8,2,0,60439,11,Vysočina,2024-02-01
600-699,ostatní kriminalita,197,85,0.4315,0,10,10,50,10,11,7,0,34,119,0,18,18,64,11,14,9,0,7039,0,Vysočina,2024-02-01
100-699,obecná kriminalita,777,239,0.30760000000000004,1,18,19,169,18,32,17,0,131,370,5,37,42,227,25,43,22,0,69059,11,Vysočina,2024-02-01
700-799,zbývající kriminalita,153,75,0.4902,1,2,3,20,20,59,50,0,53,128,1,3,4,33,24,73,62,0,9686,0,Vysočina,2024-02-01
800-899,hospodářská kriminalita,91,22,0.2418,0,0,0,4,8,0,0,2,11,33,0,0,0,5,8,0,0,3,159480,0,Vysočina,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vysočina,2024-02-01
100-106,vraždy,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pardubický,2024-02-01
100-199,násilná kriminalita,81,26,0.321,0,1,1,13,4,10,9,0,19,45,1,4,5,24,5,16,10,0,287,0,Pardubický,2024-02-01
200-299,mravnostní kriminalita,33,7,0.2121,2,1,3,2,0,0,0,0,5,12,2,2,4,4,0,1,0,0,0,0,Pardubický,2024-02-01
300-399,krádeže vloupáním,83,28,0.33740000000000003,2,0,2,24,4,1,1,0,29,57,2,0,2,51,8,2,2,0,3184,19,Pardubický,2024-02-01
400-499,krádeže prosté,117,62,0.5299,0,0,0,53,6,8,5,0,22,84,0,3,3,63,10,10,5,0,1911,22,Pardubický,2024-02-01
500-599,ostatní majetková kriminalita,229,22,0.09609999999999999,0,0,0,11,6,6,5,0,25,47,3,0,3,20,10,9,7,0,26677,794,Pardubický,2024-02-01
300-599,majetková kriminalita,429,112,0.2611,2,0,2,88,16,15,11,0,76,188,5,3,8,134,28,21,14,0,31773,835,Pardubický,2024-02-01
600-699,ostatní kriminalita,181,81,0.4475,1,3,4,43,11,22,10,0,17,98,3,5,8,50,12,24,11,0,2234,0,Pardubický,2024-02-01
100-699,obecná kriminalita,724,226,0.3122,5,5,10,146,31,47,30,0,117,343,11,14,25,212,45,62,35,0,34293,835,Pardubický,2024-02-01
700-799,zbývající kriminalita,203,91,0.4483,0,0,0,25,13,63,55,0,63,154,0,0,0,54,20,76,64,0,8316,0,Pardubický,2024-02-01
800-899,hospodářská kriminalita,66,13,0.19699999999999998,0,0,0,2,3,0,0,0,15,28,1,0,1,4,4,0,0,0,9862,0,Pardubický,2024-02-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pardubický,2024-02-01
100-106,vraždy,2,2,1.0,0,0,0,2,0,1,0,0,1,3,0,1,1,2,0,1,0,0,0,0,Liberecký,2024-02-01
100-199,násilná kriminalita,131,41,0.313,0,0,0,11,10,2,0,0,56,97,0,5,5,29,16,7,4,0,252,0,Liberecký,2024-02-01
200-299,mravnostní kriminalita,34,13,0.3824,0,0,0,7,0,0,0,0,7,20,0,0,0,10,0,0,0,0,0,0,Liberecký,2024-02-01
300-399,krádeže vloupáním,171,19,0.11109999999999999,0,0,0,13,0,0,0,0,51,70,0,1,1,51,3,0,0,0,16633,2,Liberecký,2024-02-01
400-499,krádeže prosté,222,87,0.39189999999999997,0,0,0,74,4,0,0,0,41,128,0,2,2,99,5,0,0,0,12431,60,Liberecký,2024-02-01
500-599,ostatní majetková kriminalita,256,21,0.08199999999999999,2,0,2,10,1,0,0,0,37,58,4,1,5,27,4,0,0,0,21733,0,Liberecký,2024-02-01
300-599,majetková kriminalita,649,127,0.1957,2,0,2,97,5,0,0,0,129,256,4,4,8,177,12,0,0,0,50797,62,Liberecký,2024-02-01
600-699,ostatní kriminalita,247,155,0.6275,0,0,0,104,16,15,5,0,60,215,1,1,2,144,18,22,10,0,20145,0,Liberecký,2024-02-01
100-699,obecná kriminalita,1061,336,0.31670000000000004,2,0,2,219,31,17,5,0,252,588,5,10,15,360,46,29,14,0,71193,62,Liberecký,2024-02-01
700-799,zbývající kriminalita,217,86,0.39630000000000004,1,0,1,21,16,59,47,0,88,174,1,0,1,45,22,83,64,0,9530,0,Liberecký,2024-02-01
