"id","x","y","mp","date","state","relevance","types"
10424,14.283682,50.007590,"false","2013-01-02T07:54:00.0000+01:00",1,1,74
10424,14.283682,50.007590,"false","2013-01-02T07:54:00.0000+01:00",1,1,97
10424,14.283682,50.007590,"false","2013-01-02T07:54:00.0000+01:00",1,1,120
10458,13.722578,50.093459,"false","2013-01-02T15:10:00.0000+01:00",1,1,74
10458,13.722578,50.093459,"false","2013-01-02T15:10:00.0000+01:00",1,1,97
10458,13.722578,50.093459,"false","2013-01-02T15:10:00.0000+01:00",1,1,120
10492,14.774123,49.906400,"false","2013-01-02T14:10:00.0000+01:00",1,1,74
10492,14.774123,49.906400,"false","2013-01-02T14:10:00.0000+01:00",1,1,97
10492,14.774123,49.906400,"false","2013-01-02T14:10:00.0000+01:00",1,1,120
10493,14.920600,49.803927,"false","2013-01-02T00:00:00.0000+01:00",1,1,74
10493,14.920600,49.803927,"false","2013-01-02T00:00:00.0000+01:00",1,1,97
10493,14.920600,49.803927,"false","2013-01-02T00:00:00.0000+01:00",1,1,120
10500,14.716792,49.596773,"false","2013-01-02T00:00:00.0000+01:00",1,1,74
10500,14.716792,49.596773,"false","2013-01-02T00:00:00.0000+01:00",1,1,97
10500,14.716792,49.596773,"false","2013-01-02T00:00:00.0000+01:00",1,1,120
10538,14.745204,49.939467,"false","2013-01-02T09:20:00.0000+01:00",1,1,74
10538,14.745204,49.939467,"false","2013-01-02T09:20:00.0000+01:00",1,1,97
10538,14.745204,49.939467,"false","2013-01-02T09:20:00.0000+01:00",1,1,120
10569,14.509709,50.252944,"false","2013-01-02T14:30:00.0000+01:00",2,1,74
10569,14.509709,50.252944,"false","2013-01-02T14:30:00.0000+01:00",2,1,97
10569,14.509709,50.252944,"false","2013-01-02T14:30:00.0000+01:00",2,1,120
10581,14.012845,50.217332,"false","2013-01-02T16:25:00.0000+01:00",2,4,77
10581,14.012845,50.217332,"false","2013-01-02T16:25:00.0000+01:00",2,4,97
10598,14.023045,49.933682,"false","2013-01-02T19:41:00.0000+01:00",1,1,74
10598,14.023045,49.933682,"false","2013-01-02T19:41:00.0000+01:00",1,1,97
10598,14.023045,49.933682,"false","2013-01-02T19:41:00.0000+01:00",1,1,120
10602,14.567607,50.003826,"false","2013-01-02T13:15:00.0000+01:00",1,1,74
10602,14.567607,50.003826,"false","2013-01-02T13:15:00.0000+01:00",1,1,97
10602,14.567607,50.003826,"false","2013-01-02T13:15:00.0000+01:00",1,1,120
10616,14.797534,49.699179,"false","2013-01-02T15:00:00.0000+01:00",1,1,74
10616,14.797534,49.699179,"false","2013-01-02T15:00:00.0000+01:00",1,1,97
10616,14.797534,49.699179,"false","2013-01-02T15:00:00.0000+01:00",1,1,120
10624,14.834890,50.270694,"false","2013-01-02T14:41:00.0000+01:00",2,1,74
10624,14.834890,50.270694,"false","2013-01-02T14:41:00.0000+01:00",2,1,97
10624,14.834890,50.270694,"false","2013-01-02T14:41:00.0000+01:00",2,1,122
10628,15.240586,50.156838,"false","2013-01-02T13:40:00.0000+01:00",1,1,74
10628,15.240586,50.156838,"false","2013-01-02T13:40:00.0000+01:00",1,1,97
10628,15.240586,50.156838,"false","2013-01-02T13:40:00.0000+01:00",1,1,120
10647,14.655886,50.343181,"false","2013-01-02T00:00:00.0000+01:00",1,1,74
10647,14.655886,50.343181,"false","2013-01-02T00:00:00.0000+01:00",1,1,97
10647,14.655886,50.343181,"false","2013-01-02T00:00:00.0000+01:00",1,1,120
10651,14.649042,49.942153,"false","2013-01-02T12:00:00.0000+01:00",2,1,74
10651,14.649042,49.942153,"false","2013-01-02T12:00:00.0000+01:00",2,1,97
