"id","x","y","mp","date","state","relevance","types"
3114,16.634512,49.401482,"false","2012-05-08T03:32:00.0000+02:00",1,1,74
3114,16.634512,49.401482,"false","2012-05-08T03:32:00.0000+02:00",1,1,97
3114,16.634512,49.401482,"false","2012-05-08T03:32:00.0000+02:00",1,1,120
3116,16.565665,49.396088,"false","2012-05-07T22:17:00.0000+02:00",1,1,74
3116,16.565665,49.396088,"false","2012-05-07T22:17:00.0000+02:00",1,1,97
3116,16.565665,49.396088,"false","2012-05-07T22:17:00.0000+02:00",1,1,120
3442,17.753091,49.579106,"false","2012-05-26T01:50:00.0000+02:00",1,1,74
3442,17.753091,49.579106,"false","2012-05-26T01:50:00.0000+02:00",1,1,97
3442,17.753091,49.579106,"false","2012-05-26T01:50:00.0000+02:00",1,1,120
3467,15.955587,49.376865,"false","2012-05-15T17:25:00.0000+02:00",1,1,74
3467,15.955587,49.376865,"false","2012-05-15T17:25:00.0000+02:00",1,1,97
3467,15.955587,49.376865,"false","2012-05-15T17:25:00.0000+02:00",1,1,120
3512,16.515667,49.171666,"false","2012-05-29T09:09:00.0000+02:00",1,1,74
3512,16.515667,49.171666,"false","2012-05-29T09:09:00.0000+02:00",1,1,97
3512,16.515667,49.171666,"false","2012-05-29T09:09:00.0000+02:00",1,1,120
3514,18.004810,49.931601,"false","2012-05-11T12:07:00.0000+02:00",1,1,74
3514,18.004810,49.931601,"false","2012-05-11T12:07:00.0000+02:00",1,1,97
3514,18.004810,49.931601,"false","2012-05-11T12:07:00.0000+02:00",1,1,120
4020,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4020,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4021,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4021,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4022,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4022,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4023,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4023,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4024,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4024,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4025,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4025,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4027,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4027,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4028,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4028,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4029,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4029,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4030,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4030,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4031,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4031,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4032,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4032,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4033,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4033,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4035,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4035,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4036,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4036,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4037,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4037,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4038,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4038,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4039,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4039,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4040,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4040,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4041,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4041,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4042,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4042,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4043,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4043,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
4044,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,77
4044,15.847568,50.197165,"false","2012-05-16T18:00:00.0000+02:00",2,1,97
7083,14.432970,50.060746,"false","2012-05-29T07:37:00.0000+02:00",1,2,74
7083,14.432970,50.060746,"false","2012-05-29T07:37:00.0000+02:00",1,2,97
7083,14.432970,50.060746,"false","2012-05-29T07:37:00.0000+02:00",1,2,120
7271,14.432970,50.060746,"false","2012-05-31T07:53:00.0000+02:00",1,2,74
7271,14.432970,50.060746,"false","2012-05-31T07:53:00.0000+02:00",1,2,97
7271,14.432970,50.060746,"false","2012-05-31T07:53:00.0000+02:00",1,2,120
7412,14.432970,50.060746,"false","2012-05-29T07:37:00.0000+02:00",1,2,74
7412,14.432970,50.060746,"false","2012-05-29T07:37:00.0000+02:00",1,2,97
7412,14.432970,50.060746,"false","2012-05-29T07:37:00.0000+02:00",1,2,120
7705,13.362994,49.737133,"false","2012-05-15T02:50:00.0000+02:00",2,1,78
7705,13.362994,49.737133,"false","2012-05-15T02:50:00.0000+02:00",2,1,97
7705,13.362994,49.737133,"false","2012-05-15T02:50:00.0000+02:00",2,1,132
8381,13.639976,50.500646,"false","2012-05-20T14:10:00.0000+02:00",2,1,77
8381,13.639976,50.500646,"false","2012-05-20T14:10:00.0000+02:00",2,1,97
9723,15.144309,50.599507,"false","2012-05-31T04:34:00.0000+02:00",1,1,74
9723,15.144309,50.599507,"false","2012-05-31T04:34:00.0000+02:00",1,1,97
9723,15.144309,50.599507,"false","2012-05-31T04:34:00.0000+02:00",1,1,120
9905,15.167933,50.731134,"false","2012-05-04T18:49:00.0000+02:00",1,4,1
9905,15.167933,50.731134,"false","2012-05-04T18:49:00.0000+02:00",1,4,3
9905,15.167933,50.731134,"false","2012-05-04T18:49:00.0000+02:00",1,4,5
