"id","x","y","mp","date","state","relevance","types"
2,14.383911,49.958538,"false","2012-06-06T09:45:00.0000+02:00",2,2,54
458,15.140318,49.675826,"false","2012-06-24T10:55:00.0000+02:00",1,1,74
458,15.140318,49.675826,"false","2012-06-24T10:55:00.0000+02:00",1,1,97
458,15.140318,49.675826,"false","2012-06-24T10:55:00.0000+02:00",1,1,120
458,15.140318,49.675826,"false","2012-06-24T10:55:00.0000+02:00",1,1,124
499,14.514968,49.961012,"false","2012-06-26T09:30:00.0000+02:00",1,1,74
499,14.514968,49.961012,"false","2012-06-26T09:30:00.0000+02:00",1,1,97
499,14.514968,49.961012,"false","2012-06-26T09:30:00.0000+02:00",1,1,120
511,14.911877,50.424666,"false","2012-06-22T18:30:00.0000+02:00",2,1,74
511,14.911877,50.424666,"false","2012-06-22T18:30:00.0000+02:00",2,1,97
511,14.911877,50.424666,"false","2012-06-22T18:30:00.0000+02:00",2,1,120
577,15.047936,49.722478,"false","2012-06-18T09:09:00.0000+02:00",1,1,74
577,15.047936,49.722478,"false","2012-06-18T09:09:00.0000+02:00",1,1,97
577,15.047936,49.722478,"false","2012-06-18T09:09:00.0000+02:00",1,1,120
1380,16.906944,49.142233,"false","2012-06-19T09:51:00.0000+02:00",1,1,79
1731,18.240328,49.791654,"false","2012-06-07T07:45:00.0000+02:00",1,1,77
1731,18.240328,49.791654,"false","2012-06-07T07:45:00.0000+02:00",1,1,97
1831,17.040018,49.629634,"false","2012-06-23T09:37:00.0000+02:00",1,1,74
1831,17.040018,49.629634,"false","2012-06-23T09:37:00.0000+02:00",1,1,97
1831,17.040018,49.629634,"false","2012-06-23T09:37:00.0000+02:00",1,1,120
2026,17.481196,49.577924,"false","2012-06-14T15:20:00.0000+02:00",1,1,74
2026,17.481196,49.577924,"false","2012-06-14T15:20:00.0000+02:00",1,1,97
2026,17.481196,49.577924,"false","2012-06-14T15:20:00.0000+02:00",1,1,120
3090,18.255936,49.926954,"false","2012-06-14T11:35:00.0000+02:00",2,1,74
3090,18.255936,49.926954,"false","2012-06-14T11:35:00.0000+02:00",2,1,97
3090,18.255936,49.926954,"false","2012-06-14T11:35:00.0000+02:00",2,1,120
3113,16.610527,49.423953,"false","2012-06-20T03:35:00.0000+02:00",1,1,74
3113,16.610527,49.423953,"false","2012-06-20T03:35:00.0000+02:00",1,1,97
3113,16.610527,49.423953,"false","2012-06-20T03:35:00.0000+02:00",1,1,120
3124,17.199478,50.225234,"false","2012-06-22T13:50:00.0000+02:00",1,1,74
3124,17.199478,50.225234,"false","2012-06-22T13:50:00.0000+02:00",1,1,97
3124,17.199478,50.225234,"false","2012-06-22T13:50:00.0000+02:00",1,1,120
3162,17.822927,49.580363,"false","2012-06-30T23:00:00.0000+02:00",1,1,74
3162,17.822927,49.580363,"false","2012-06-30T23:00:00.0000+02:00",1,1,97
3162,17.822927,49.580363,"false","2012-06-30T23:00:00.0000+02:00",1,1,120
3251,17.839653,49.921920,"false","2012-06-26T13:00:00.0000+02:00",2,1,74
3251,17.839653,49.921920,"false","2012-06-26T13:00:00.0000+02:00",2,1,97
3251,17.839653,49.921920,"false","2012-06-26T13:00:00.0000+02:00",2,1,120
3252,17.926987,49.944863,"false","2012-06-14T11:35:00.0000+02:00",2,1,74
3252,17.926987,49.944863,"false","2012-06-14T11:35:00.0000+02:00",2,1,97
3252,17.926987,49.944863,"false","2012-06-14T11:35:00.0000+02:00",2,1,120
3346,17.232784,50.126096,"false","2012-06-14T20:09:00.0000+02:00",1,4,75
3346,17.232784,50.126096,"false","2012-06-14T20:09:00.0000+02:00",1,4,97
3444,16.519233,48.962166,"false","2012-06-21T20:21:00.0000+02:00",1,1,74
3444,16.519233,48.962166,"false","2012-06-21T20:21:00.0000+02:00",1,1,97
3444,16.519233,48.962166,"false","2012-06-21T20:21:00.0000+02:00",1,1,120
3531,12.941295,50.313493,"false","2012-06-28T15:30:00.0000+02:00",2,1,76
3531,12.941295,50.313493,"false","2012-06-28T15:30:00.0000+02:00",2,1,97
3531,12.941295,50.313493,"false","2012-06-28T15:30:00.0000+02:00",2,1,111
3534,17.097796,50.304757,"false","2012-06-19T07:47:00.0000+02:00",1,1,74
3534,17.097796,50.304757,"false","2012-06-19T07:47:00.0000+02:00",1,1,97
3534,17.097796,50.304757,"false","2012-06-19T07:47:00.0000+02:00",1,1,120
3576,16.393448,48.942900,"false","2012-06-19T12:40:00.0000+02:00",1,1,74
3576,16.393448,48.942900,"false","2012-06-19T12:40:00.0000+02:00",1,1,97
3576,16.393448,48.942900,"false","2012-06-19T12:40:00.0000+02:00",1,1,120
3596,12.895834,50.234500,"false","2012-06-23T18:20:00.0000+02:00",1,1,74
3596,12.895834,50.234500,"false","2012-06-23T18:20:00.0000+02:00",1,1,97
3596,12.895834,50.234500,"false","2012-06-23T18:20:00.0000+02:00",1,1,120
