"id","x","y","mp","date","state","relevance","types"
55,15.067178,49.883373,"false","2012-11-27T10:06:00.0000+01:00",4,4,77
55,15.067178,49.883373,"false","2012-11-27T10:06:00.0000+01:00",4,4,97
100,14.385751,49.853559,"false","2012-11-17T23:50:00.0000+01:00",1,1,74
100,14.385751,49.853559,"false","2012-11-17T23:50:00.0000+01:00",1,1,97
100,14.385751,49.853559,"false","2012-11-17T23:50:00.0000+01:00",1,1,120
161,15.038729,50.199865,"false","2012-11-03T10:05:00.0000+01:00",2,4,74
161,15.038729,50.199865,"false","2012-11-03T10:05:00.0000+01:00",2,4,97
161,15.038729,50.199865,"false","2012-11-03T10:05:00.0000+01:00",2,4,124
163,15.164856,50.146248,"false","2012-11-04T15:23:00.0000+01:00",2,4,74
163,15.164856,50.146248,"false","2012-11-04T15:23:00.0000+01:00",2,4,97
163,15.164856,50.146248,"false","2012-11-04T15:23:00.0000+01:00",2,4,120
163,15.164856,50.146248,"false","2012-11-04T15:23:00.0000+01:00",2,4,124
164,15.038729,50.199865,"false","2012-11-16T10:51:00.0000+01:00",2,4,74
164,15.038729,50.199865,"false","2012-11-16T10:51:00.0000+01:00",2,4,97
164,15.038729,50.199865,"false","2012-11-16T10:51:00.0000+01:00",2,4,124
166,14.847596,50.144187,"false","2012-11-16T15:01:00.0000+01:00",2,4,74
166,14.847596,50.144187,"false","2012-11-16T15:01:00.0000+01:00",2,4,97
166,14.847596,50.144187,"false","2012-11-16T15:01:00.0000+01:00",2,4,124
167,15.038729,50.199865,"false","2012-11-16T10:36:00.0000+01:00",2,4,74
167,15.038729,50.199865,"false","2012-11-16T10:36:00.0000+01:00",2,4,97
167,15.038729,50.199865,"false","2012-11-16T10:36:00.0000+01:00",2,4,120
167,15.038729,50.199865,"false","2012-11-16T10:36:00.0000+01:00",2,4,124
168,15.140596,50.090496,"false","2012-11-24T10:36:00.0000+01:00",2,4,74
168,15.140596,50.090496,"false","2012-11-24T10:36:00.0000+01:00",2,4,97
168,15.140596,50.090496,"false","2012-11-24T10:36:00.0000+01:00",2,4,122
168,15.140596,50.090496,"false","2012-11-24T10:36:00.0000+01:00",2,4,124
169,15.108855,50.169862,"false","2012-11-25T08:47:00.0000+01:00",2,4,74
169,15.108855,50.169862,"false","2012-11-25T08:47:00.0000+01:00",2,4,97
169,15.108855,50.169862,"false","2012-11-25T08:47:00.0000+01:00",2,4,120
169,15.108855,50.169862,"false","2012-11-25T08:47:00.0000+01:00",2,4,124
170,15.108855,50.169862,"false","2012-11-25T09:10:00.0000+01:00",2,4,74
170,15.108855,50.169862,"false","2012-11-25T09:10:00.0000+01:00",2,4,97
170,15.108855,50.169862,"false","2012-11-25T09:10:00.0000+01:00",2,4,120
170,15.108855,50.169862,"false","2012-11-25T09:10:00.0000+01:00",2,4,124
176,15.088781,49.702853,"false","2012-11-28T21:40:00.0000+01:00",2,1,74
176,15.088781,49.702853,"false","2012-11-28T21:40:00.0000+01:00",2,1,97
176,15.088781,49.702853,"false","2012-11-28T21:40:00.0000+01:00",2,1,120
187,17.016287,49.141031,"false","2012-11-22T09:42:00.0000+01:00",2,1,77
187,17.016287,49.141031,"false","2012-11-22T09:42:00.0000+01:00",2,1,97
437,14.415686,49.980890,"false","2012-11-29T10:28:00.0000+01:00",2,1,74
437,14.415686,49.980890,"false","2012-11-29T10:28:00.0000+01:00",2,1,97
437,14.415686,49.980890,"false","2012-11-29T10:28:00.0000+01:00",2,1,120
437,14.415686,49.980890,"false","2012-11-29T10:28:00.0000+01:00",2,1,124
438,14.651238,49.794346,"false","2012-11-16T10:29:00.0000+01:00",1,1,76
438,14.651238,49.794346,"false","2012-11-16T10:29:00.0000+01:00",1,1,97
438,14.651238,49.794346,"false","2012-11-16T10:29:00.0000+01:00",1,1,111
613,14.906734,49.878749,"false","2012-11-01T23:00:00.0000+01:00",2,4,77
613,14.906734,49.878749,"false","2012-11-01T23:00:00.0000+01:00",2,4,97
629,17.689998,49.245795,"false","2012-11-13T12:37:00.0000+01:00",2,1,77
629,17.689998,49.245795,"false","2012-11-13T12:37:00.0000+01:00",2,1,97
630,17.689998,49.245795,"false","2012-11-13T12:37:00.0000+01:00",2,1,77
630,17.689998,49.245795,"false","2012-11-13T12:37:00.0000+01:00",2,1,97
671,17.655061,49.228538,"false","2012-11-21T09:41:00.0000+01:00",2,1,77
671,17.655061,49.228538,"false","2012-11-21T09:41:00.0000+01:00",2,1,97
714,17.472520,49.040310,"false","2012-11-19T20:35:00.0000+01:00",1,1,76
714,17.472520,49.040310,"false","2012-11-19T20:35:00.0000+01:00",1,1,97
714,17.472520,49.040310,"false","2012-11-19T20:35:00.0000+01:00",1,1,111
925,14.383911,49.958538,"false","2012-11-14T14:57:00.0000+01:00",2,2,54
1094,16.700846,49.214734,"false","2012-11-20T07:54:00.0000+01:00",1,1,76
1094,16.700846,49.214734,"false","2012-11-20T07:54:00.0000+01:00",1,1,97
1094,16.700846,49.214734,"false","2012-11-20T07:54:00.0000+01:00",1,1,111
1181,16.622608,49.217414,"false","2012-11-03T23:03:00.0000+01:00",1,1,76
1181,16.622608,49.217414,"false","2012-11-03T23:03:00.0000+01:00",1,1,97
1181,16.622608,49.217414,"false","2012-11-03T23:03:00.0000+01:00",1,1,111
