TSK,TSK_desc,Registrovano_pocet,Objasneno_pocet,Objasneno_procent,Spachano_nezletilymi,Spachano_mladistvymi,Spachano_detmi,Spachano_opakovane,Spachano_cizinci,Spachano_pod_vlivem,Spachano_pod_vlivem_alkoholu,Spachano_firmou,Objasneno_dodatecne,Objasneno_celkem,Spachano_nezletilymi_celkem,Spachano_mladistvymi_celkem,Spachano_detmi_celkem,Spachano_opakovane_celkem,Spachano_cizinci_celkem,Spachano_pod_vlivem_celkem,Spachano_pod_vlivem_alkoholu_celkem,Spachano_firmou_celkem,Skoda_celkem_tis,Skoda_zajistena_tis,Region,Period
100-106,vraždy,13.0,9.0,0.6923,0.0,1.0,1.0,3.0,5.0,2.0,2.0,0.0,3.0,12.0,0.0,1.0,1.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,Česká republika,2023-01-01
100-199,násilná kriminalita,1501.0,406.0,0.2705,5.0,23.0,25.0,201.0,50.0,76.0,59.0,0.0,451.0,857.0,18.0,48.0,60.0,359.0,92.0,143.0,99.0,0.0,7081.0,848.0,Česká republika,2023-01-01
200-299,mravnostní kriminalita,358.0,103.0,0.2877,7.0,13.0,20.0,11.0,12.0,10.0,7.0,1.0,103.0,206.0,25.0,29.0,54.0,29.0,17.0,13.0,10.0,1.0,15.0,0.0,Česká republika,2023-01-01
300-399,krádeže vloupáním,3221.0,330.0,0.1025,3.0,2.0,5.0,262.0,13.0,12.0,2.0,0.0,494.0,824.0,20.0,18.0,34.0,620.0,42.0,19.0,2.0,0.0,147996.0,920.0,Česká republika,2023-01-01
400-499,krádeže prosté,3437.0,991.0,0.2883,0.0,13.0,13.0,832.0,45.0,30.0,11.0,0.0,597.0,1588.0,12.0,43.0,52.0,1236.0,106.0,40.0,14.0,0.0,172753.0,1128.0,Česká republika,2023-01-01
500-599,ostatní majetková kriminalita,3401.0,193.0,0.056799999999999996,0.0,0.0,0.0,104.0,27.0,12.0,5.0,0.0,462.0,655.0,9.0,12.0,19.0,307.0,81.0,18.0,9.0,1.0,432990.0,2.0,Česká republika,2023-01-01
300-599,majetková kriminalita,10059.0,1514.0,0.1505,3.0,15.0,18.0,1198.0,85.0,54.0,18.0,0.0,1553.0,3067.0,41.0,73.0,105.0,2163.0,229.0,77.0,25.0,1.0,753739.0,2050.0,Česká republika,2023-01-01
600-699,ostatní kriminalita,3084.0,1219.0,0.3953,3.0,4.0,7.0,716.0,130.0,124.0,58.0,1.0,648.0,1867.0,11.0,29.0,40.0,1012.0,195.0,195.0,87.0,1.0,29242.0,0.0,Česká republika,2023-01-01
100-699,obecná kriminalita,15002.0,3242.0,0.2161,18.0,55.0,70.0,2126.0,277.0,264.0,142.0,2.0,2755.0,5997.0,95.0,179.0,259.0,3563.0,533.0,428.0,221.0,3.0,790077.0,2898.0,Česká republika,2023-01-01
700-799,zbývající kriminalita,2766.0,731.0,0.2643,2.0,1.0,3.0,187.0,141.0,570.0,463.0,0.0,1065.0,1796.0,3.0,3.0,6.0,507.0,259.0,938.0,722.0,4.0,95801.0,0.0,Česká republika,2023-01-01
800-899,hospodářská kriminalita,1560.0,258.0,0.1654,0.0,0.0,0.0,55.0,81.0,4.0,1.0,5.0,239.0,497.0,0.0,1.0,1.0,114.0,110.0,5.0,2.0,17.0,725414.0,0.0,Česká republika,2023-01-01
900-999,vojenské a protiústavní činy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Česká republika,2023-01-01
100-106,vraždy,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Praha,2023-01-01
100-199,násilná kriminalita,189.0,50.0,0.2646,1.0,4.0,5.0,20.0,15.0,6.0,4.0,0.0,55.0,105.0,4.0,6.0,10.0,28.0,21.0,9.0,7.0,0.0,411.0,0.0,Praha,2023-01-01
200-299,mravnostní kriminalita,48.0,23.0,0.4792,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,33.0,4.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,Praha,2023-01-01
300-399,krádeže vloupáním,910.0,25.0,0.0275,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,77.0,102.0,3.0,0.0,3.0,53.0,12.0,1.0,0.0,0.0,52177.0,418.0,Praha,2023-01-01
400-499,krádeže prosté,849.0,127.0,0.1496,0.0,1.0,1.0,92.0,17.0,3.0,2.0,0.0,80.0,207.0,1.0,6.0,7.0,139.0,26.0,3.0,2.0,0.0,92460.0,312.0,Praha,2023-01-01
500-599,ostatní majetková kriminalita,808.0,59.0,0.073,0.0,0.0,0.0,32.0,11.0,1.0,1.0,0.0,109.0,168.0,2.0,4.0,5.0,69.0,29.0,2.0,1.0,0.0,129942.0,2.0,Praha,2023-01-01
300-599,majetková kriminalita,2567.0,211.0,0.08220000000000001,1.0,1.0,2.0,139.0,31.0,4.0,3.0,0.0,266.0,477.0,6.0,10.0,15.0,261.0,67.0,6.0,3.0,0.0,274579.0,732.0,Praha,2023-01-01
600-699,ostatní kriminalita,522.0,177.0,0.33909999999999996,0.0,1.0,1.0,81.0,43.0,10.0,4.0,0.0,75.0,252.0,2.0,4.0,6.0,104.0,58.0,16.0,5.0,0.0,5836.0,0.0,Praha,2023-01-01
100-699,obecná kriminalita,3326.0,461.0,0.1386,2.0,6.0,8.0,242.0,90.0,20.0,11.0,0.0,406.0,867.0,16.0,20.0,35.0,395.0,148.0,32.0,16.0,0.0,280826.0,732.0,Praha,2023-01-01
700-799,zbývající kriminalita,282.0,100.0,0.3546,0.0,0.0,0.0,20.0,34.0,81.0,44.0,0.0,122.0,222.0,0.0,0.0,0.0,44.0,51.0,118.0,62.0,0.0,10019.0,0.0,Praha,2023-01-01
800-899,hospodářská kriminalita,305.0,42.0,0.1377,0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,58.0,100.0,0.0,0.0,0.0,17.0,43.0,1.0,0.0,1.0,276664.0,0.0,Praha,2023-01-01
900-999,vojenské a protiústavní činy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Praha,2023-01-01
100-106,vraždy,4.0,3.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Středočeský,2023-01-01
100-199,násilná kriminalita,163.0,39.0,0.23929999999999998,0.0,2.0,2.0,22.0,5.0,4.0,3.0,0.0,52.0,91.0,0.0,3.0,3.0,30.0,15.0,7.0,6.0,0.0,3257.0,0.0,Středočeský,2023-01-01
200-299,mravnostní kriminalita,26.0,2.0,0.07690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,7.0,3.0,10.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,Středočeský,2023-01-01
300-399,krádeže vloupáním,470.0,33.0,0.0702,1.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,65.0,98.0,4.0,0.0,4.0,72.0,3.0,0.0,0.0,0.0,21047.0,21.0,Středočeský,2023-01-01
400-499,krádeže prosté,281.0,51.0,0.1815,0.0,0.0,0.0,41.0,4.0,1.0,0.0,0.0,66.0,117.0,1.0,0.0,1.0,82.0,9.0,3.0,2.0,0.0,13502.0,49.0,Středočeský,2023-01-01
500-599,ostatní majetková kriminalita,403.0,18.0,0.0447,0.0,0.0,0.0,10.0,2.0,1.0,1.0,0.0,53.0,71.0,1.0,0.0,1.0,32.0,9.0,1.0,1.0,0.0,63069.0,0.0,Středočeský,2023-01-01
300-599,majetková kriminalita,1154.0,102.0,0.08839999999999999,1.0,0.0,1.0,78.0,6.0,2.0,1.0,0.0,184.0,286.0,6.0,0.0,6.0,186.0,21.0,4.0,3.0,0.0,97619.0,70.0,Středočeský,2023-01-01
600-699,ostatní kriminalita,321.0,171.0,0.5327000000000001,0.0,0.0,0.0,95.0,20.0,7.0,2.0,1.0,100.0,271.0,1.0,6.0,7.0,130.0,28.0,14.0,5.0,1.0,1415.0,0.0,Středočeský,2023-01-01
100-699,obecná kriminalita,1664.0,314.0,0.1887,1.0,2.0,3.0,195.0,31.0,13.0,6.0,1.0,353.0,667.0,14.0,12.0,26.0,354.0,64.0,25.0,14.0,1.0,102306.0,70.0,Středočeský,2023-01-01
700-799,zbývající kriminalita,340.0,124.0,0.36469999999999997,0.0,1.0,1.0,28.0,31.0,95.0,85.0,0.0,144.0,268.0,1.0,1.0,2.0,62.0,59.0,151.0,128.0,0.0,9775.0,0.0,Středočeský,2023-01-01
800-899,hospodářská kriminalita,133.0,11.0,0.0827,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,20.0,31.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,3.0,56874.0,0.0,Středočeský,2023-01-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Středočeský,2023-01-01
100-106,vraždy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jihočeský,2023-01-01
100-199,násilná kriminalita,117.0,31.0,0.265,1.0,1.0,2.0,11.0,4.0,5.0,5.0,0.0,26.0,57.0,3.0,4.0,7.0,16.0,7.0,8.0,8.0,0.0,226.0,3.0,Jihočeský,2023-01-01
200-299,mravnostní kriminalita,16.0,4.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Jihočeský,2023-01-01
300-399,krádeže vloupáním,116.0,5.0,0.0431,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,17.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,4889.0,0.0,Jihočeský,2023-01-01
400-499,krádeže prosté,142.0,45.0,0.3169,0.0,0.0,0.0,38.0,0.0,1.0,1.0,0.0,18.0,63.0,1.0,1.0,2.0,47.0,1.0,1.0,1.0,0.0,3772.0,33.0,Jihočeský,2023-01-01
500-599,ostatní majetková kriminalita,156.0,7.0,0.0449,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,30.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,21072.0,0.0,Jihočeský,2023-01-01
300-599,majetková kriminalita,414.0,57.0,0.1377,1.0,0.0,1.0,41.0,1.0,1.0,1.0,0.0,53.0,110.0,3.0,2.0,5.0,66.0,5.0,1.0,1.0,0.0,29733.0,33.0,Jihočeský,2023-01-01
600-699,ostatní kriminalita,187.0,86.0,0.45990000000000003,1.0,0.0,1.0,50.0,2.0,5.0,4.0,0.0,23.0,109.0,1.0,0.0,1.0,60.0,5.0,6.0,4.0,0.0,4500.0,0.0,Jihočeský,2023-01-01
100-699,obecná kriminalita,734.0,178.0,0.2425,3.0,2.0,5.0,102.0,7.0,11.0,10.0,0.0,108.0,286.0,7.0,7.0,14.0,143.0,17.0,16.0,14.0,0.0,34459.0,36.0,Jihočeský,2023-01-01
700-799,zbývající kriminalita,218.0,64.0,0.29359999999999997,0.0,0.0,0.0,23.0,9.0,40.0,37.0,0.0,63.0,127.0,0.0,0.0,0.0,46.0,19.0,64.0,56.0,0.0,16683.0,0.0,Jihočeský,2023-01-01
800-899,hospodářská kriminalita,90.0,28.0,0.3111,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,14.0,42.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,20028.0,0.0,Jihočeský,2023-01-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jihočeský,2023-01-01
100-106,vraždy,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Plzeňský,2023-01-01
100-199,násilná kriminalita,76.0,15.0,0.1974,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,25.0,40.0,1.0,1.0,2.0,23.0,5.0,0.0,0.0,0.0,255.0,0.0,Plzeňský,2023-01-01
200-299,mravnostní kriminalita,17.0,5.0,0.29410000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Plzeňský,2023-01-01
300-399,krádeže vloupáním,218.0,11.0,0.050499999999999996,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,33.0,44.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,6101.0,0.0,Plzeňský,2023-01-01
400-499,krádeže prosté,161.0,38.0,0.23600000000000002,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,52.0,90.0,1.0,5.0,5.0,64.0,8.0,0.0,0.0,0.0,3616.0,12.0,Plzeňský,2023-01-01
500-599,ostatní majetková kriminalita,149.0,5.0,0.0336,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,31.0,36.0,0.0,1.0,1.0,14.0,5.0,1.0,1.0,0.0,11315.0,0.0,Plzeňský,2023-01-01
300-599,majetková kriminalita,528.0,54.0,0.1023,0.0,0.0,0.0,43.0,7.0,0.0,0.0,0.0,116.0,170.0,1.0,6.0,6.0,114.0,21.0,1.0,1.0,0.0,21032.0,12.0,Plzeňský,2023-01-01
600-699,ostatní kriminalita,178.0,61.0,0.3427,0.0,0.0,0.0,38.0,3.0,5.0,3.0,0.0,48.0,109.0,1.0,0.0,1.0,63.0,13.0,9.0,6.0,0.0,795.0,0.0,Plzeňský,2023-01-01
100-699,obecná kriminalita,799.0,135.0,0.16899999999999998,0.0,0.0,0.0,92.0,11.0,5.0,3.0,1.0,196.0,331.0,4.0,8.0,11.0,203.0,41.0,10.0,7.0,1.0,22083.0,12.0,Plzeňský,2023-01-01
700-799,zbývající kriminalita,203.0,22.0,0.1084,0.0,0.0,0.0,5.0,7.0,19.0,18.0,0.0,84.0,106.0,0.0,0.0,0.0,34.0,22.0,60.0,42.0,1.0,4079.0,0.0,Plzeňský,2023-01-01
800-899,hospodářská kriminalita,92.0,29.0,0.3152,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,12.0,41.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,2.0,20269.0,0.0,Plzeňský,2023-01-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plzeňský,2023-01-01
100-106,vraždy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ústecký,2023-01-01
100-199,násilná kriminalita,145.0,50.0,0.3448,0.0,3.0,3.0,20.0,5.0,13.0,9.0,0.0,42.0,92.0,3.0,5.0,7.0,37.0,6.0,18.0,10.0,0.0,960.0,845.0,Ústecký,2023-01-01
200-299,mravnostní kriminalita,57.0,5.0,0.0877,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,13.0,18.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Ústecký,2023-01-01
300-399,krádeže vloupáním,230.0,47.0,0.2043,0.0,1.0,1.0,39.0,4.0,3.0,1.0,0.0,50.0,97.0,4.0,5.0,7.0,77.0,6.0,3.0,1.0,0.0,4899.0,97.0,Ústecký,2023-01-01
400-499,krádeže prosté,329.0,160.0,0.4863,0.0,6.0,6.0,142.0,9.0,2.0,0.0,0.0,62.0,222.0,4.0,10.0,13.0,177.0,22.0,4.0,0.0,0.0,7507.0,103.0,Ústecký,2023-01-01
500-599,ostatní majetková kriminalita,251.0,27.0,0.1076,0.0,0.0,0.0,19.0,2.0,2.0,0.0,0.0,43.0,70.0,1.0,3.0,4.0,45.0,5.0,3.0,1.0,0.0,32989.0,0.0,Ústecký,2023-01-01
300-599,majetková kriminalita,810.0,234.0,0.2889,0.0,7.0,7.0,200.0,15.0,7.0,1.0,0.0,155.0,389.0,9.0,18.0,24.0,299.0,33.0,10.0,2.0,0.0,45394.0,200.0,Ústecký,2023-01-01
600-699,ostatní kriminalita,350.0,154.0,0.44,0.0,2.0,2.0,88.0,10.0,23.0,10.0,0.0,74.0,228.0,0.0,3.0,3.0,125.0,12.0,33.0,15.0,0.0,277.0,0.0,Ústecký,2023-01-01
100-699,obecná kriminalita,1362.0,443.0,0.32530000000000003,0.0,13.0,13.0,309.0,30.0,44.0,20.0,0.0,284.0,727.0,12.0,29.0,37.0,463.0,51.0,62.0,27.0,0.0,46632.0,1045.0,Ústecký,2023-01-01
700-799,zbývající kriminalita,324.0,86.0,0.26539999999999997,1.0,0.0,1.0,23.0,15.0,70.0,53.0,0.0,102.0,188.0,1.0,0.0,1.0,68.0,22.0,88.0,67.0,0.0,7998.0,0.0,Ústecký,2023-01-01
800-899,hospodářská kriminalita,154.0,45.0,0.2922,0.0,0.0,0.0,17.0,3.0,0.0,0.0,1.0,23.0,68.0,0.0,1.0,1.0,22.0,3.0,0.0,0.0,2.0,43223.0,0.0,Ústecký,2023-01-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ústecký,2023-01-01
100-106,vraždy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Královéhradecký,2023-01-01
100-199,násilná kriminalita,63.0,12.0,0.1905,0.0,0.0,0.0,5.0,1.0,4.0,4.0,0.0,12.0,24.0,0.0,0.0,0.0,10.0,2.0,8.0,6.0,0.0,54.0,0.0,Královéhradecký,2023-01-01
200-299,mravnostní kriminalita,22.0,8.0,0.3636,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,4.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Královéhradecký,2023-01-01
300-399,krádeže vloupáním,50.0,8.0,0.16,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,22.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,4172.0,0.0,Královéhradecký,2023-01-01
400-499,krádeže prosté,109.0,41.0,0.3762,0.0,5.0,5.0,41.0,0.0,4.0,4.0,0.0,13.0,54.0,0.0,6.0,6.0,48.0,0.0,4.0,4.0,0.0,2684.0,6.0,Královéhradecký,2023-01-01
500-599,ostatní majetková kriminalita,148.0,6.0,0.0405,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,26.0,32.0,0.0,1.0,1.0,15.0,6.0,1.0,1.0,0.0,14837.0,0.0,Královéhradecký,2023-01-01
300-599,majetková kriminalita,307.0,55.0,0.17920000000000003,0.0,5.0,5.0,50.0,2.0,4.0,4.0,0.0,53.0,108.0,0.0,7.0,7.0,82.0,7.0,5.0,5.0,0.0,21693.0,6.0,Královéhradecký,2023-01-01
600-699,ostatní kriminalita,112.0,49.0,0.4375,0.0,0.0,0.0,34.0,5.0,3.0,2.0,0.0,20.0,69.0,0.0,1.0,1.0,44.0,8.0,4.0,3.0,0.0,250.0,0.0,Královéhradecký,2023-01-01
100-699,obecná kriminalita,504.0,124.0,0.24600000000000002,1.0,8.0,9.0,89.0,9.0,11.0,10.0,0.0,88.0,212.0,4.0,11.0,15.0,136.0,18.0,17.0,14.0,0.0,21997.0,6.0,Královéhradecký,2023-01-01
700-799,zbývající kriminalita,97.0,29.0,0.299,0.0,0.0,0.0,11.0,4.0,23.0,20.0,0.0,34.0,63.0,0.0,1.0,1.0,16.0,8.0,40.0,37.0,0.0,4313.0,0.0,Královéhradecký,2023-01-01
800-899,hospodářská kriminalita,69.0,12.0,0.1739,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,12586.0,0.0,Královéhradecký,2023-01-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Královéhradecký,2023-01-01
100-106,vraždy,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jihomoravský,2023-01-01
100-199,násilná kriminalita,158.0,37.0,0.23420000000000002,1.0,1.0,1.0,14.0,6.0,3.0,3.0,0.0,46.0,83.0,2.0,4.0,4.0,32.0,14.0,10.0,7.0,0.0,352.0,0.0,Jihomoravský,2023-01-01
200-299,mravnostní kriminalita,38.0,13.0,0.3421,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,10.0,23.0,4.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Jihomoravský,2023-01-01
300-399,krádeže vloupáním,294.0,16.0,0.054400000000000004,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,50.0,66.0,5.0,3.0,7.0,50.0,6.0,1.0,0.0,0.0,28893.0,11.0,Jihomoravský,2023-01-01
400-499,krádeže prosté,363.0,71.0,0.1956,0.0,0.0,0.0,51.0,4.0,1.0,1.0,0.0,91.0,162.0,0.0,3.0,3.0,127.0,21.0,3.0,1.0,0.0,20070.0,104.0,Jihomoravský,2023-01-01
500-599,ostatní majetková kriminalita,421.0,17.0,0.0404,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,53.0,70.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,0.0,54529.0,0.0,Jihomoravský,2023-01-01
300-599,majetková kriminalita,1078.0,104.0,0.0965,0.0,0.0,0.0,75.0,6.0,1.0,1.0,0.0,194.0,298.0,5.0,6.0,10.0,212.0,37.0,4.0,1.0,0.0,103492.0,115.0,Jihomoravský,2023-01-01
600-699,ostatní kriminalita,274.0,59.0,0.21530000000000002,0.0,1.0,1.0,31.0,10.0,9.0,4.0,0.0,91.0,150.0,1.0,7.0,8.0,74.0,15.0,24.0,6.0,0.0,5093.0,0.0,Jihomoravský,2023-01-01
100-699,obecná kriminalita,1548.0,213.0,0.1376,5.0,2.0,6.0,120.0,25.0,13.0,8.0,0.0,341.0,554.0,12.0,19.0,28.0,318.0,70.0,38.0,14.0,0.0,108937.0,115.0,Jihomoravský,2023-01-01
700-799,zbývající kriminalita,216.0,33.0,0.1528,0.0,0.0,0.0,10.0,6.0,27.0,19.0,0.0,132.0,165.0,0.0,0.0,0.0,45.0,17.0,89.0,59.0,1.0,9333.0,0.0,Jihomoravský,2023-01-01
800-899,hospodářská kriminalita,153.0,22.0,0.1438,0.0,0.0,0.0,4.0,6.0,0.0,0.0,3.0,30.0,52.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,6.0,126927.0,0.0,Jihomoravský,2023-01-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jihomoravský,2023-01-01
100-106,vraždy,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Moravskoslezský,2023-01-01
100-199,násilná kriminalita,207.0,37.0,0.1787,2.0,4.0,4.0,21.0,3.0,6.0,6.0,0.0,73.0,110.0,5.0,9.0,11.0,60.0,8.0,19.0,11.0,0.0,744.0,0.0,Moravskoslezský,2023-01-01
200-299,mravnostní kriminalita,46.0,14.0,0.3044,0.0,5.0,5.0,1.0,1.0,2.0,1.0,0.0,14.0,28.0,1.0,9.0,10.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,Moravskoslezský,2023-01-01
300-399,krádeže vloupáním,426.0,80.0,0.18780000000000002,0.0,1.0,1.0,69.0,1.0,1.0,0.0,0.0,62.0,142.0,1.0,4.0,4.0,121.0,2.0,1.0,0.0,0.0,9238.0,36.0,Moravskoslezský,2023-01-01
400-499,krádeže prosté,505.0,217.0,0.42969999999999997,0.0,1.0,1.0,188.0,4.0,3.0,1.0,0.0,67.0,284.0,4.0,2.0,5.0,240.0,7.0,3.0,1.0,0.0,9584.0,196.0,Moravskoslezský,2023-01-01
500-599,ostatní majetková kriminalita,348.0,9.0,0.0259,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,39.0,48.0,2.0,2.0,3.0,29.0,5.0,1.0,0.0,1.0,30016.0,0.0,Moravskoslezský,2023-01-01
300-599,majetková kriminalita,1279.0,306.0,0.23929999999999998,0.0,2.0,2.0,261.0,6.0,5.0,1.0,0.0,168.0,474.0,7.0,8.0,12.0,390.0,14.0,5.0,1.0,1.0,48838.0,231.0,Moravskoslezský,2023-01-01
600-699,ostatní kriminalita,327.0,117.0,0.3578,1.0,0.0,1.0,80.0,13.0,11.0,6.0,0.0,70.0,187.0,1.0,3.0,4.0,116.0,20.0,17.0,9.0,0.0,5604.0,0.0,Moravskoslezský,2023-01-01
100-699,obecná kriminalita,1859.0,474.0,0.255,3.0,11.0,12.0,363.0,23.0,24.0,14.0,0.0,325.0,799.0,14.0,29.0,37.0,568.0,43.0,43.0,22.0,1.0,55187.0,231.0,Moravskoslezský,2023-01-01
700-799,zbývající kriminalita,276.0,67.0,0.24280000000000002,0.0,0.0,0.0,17.0,4.0,58.0,58.0,0.0,128.0,195.0,0.0,0.0,0.0,67.0,10.0,89.0,77.0,0.0,3410.0,0.0,Moravskoslezský,2023-01-01
800-899,hospodářská kriminalita,152.0,22.0,0.1447,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,28.0,50.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,1.0,20928.0,0.0,Moravskoslezský,2023-01-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moravskoslezský,2023-01-01
100-106,vraždy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Olomoucký,2023-01-01
100-199,násilná kriminalita,84.0,25.0,0.29760000000000003,0.0,0.0,0.0,9.0,1.0,8.0,7.0,0.0,25.0,50.0,0.0,2.0,2.0,17.0,3.0,17.0,14.0,0.0,68.0,0.0,Olomoucký,2023-01-01
200-299,mravnostní kriminalita,16.0,4.0,0.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Olomoucký,2023-01-01
