TSK,TSK_desc,Registrovano_pocet,Objasneno_pocet,Objasneno_procent,Spachano_nezletilymi,Spachano_mladistvymi,Spachano_detmi,Spachano_opakovane,Spachano_cizinci,Spachano_pod_vlivem,Spachano_pod_vlivem_alkoholu,Spachano_firmou,Objasneno_dodatecne,Objasneno_celkem,Spachano_nezletilymi_celkem,Spachano_mladistvymi_celkem,Spachano_detmi_celkem,Spachano_opakovane_celkem,Spachano_cizinci_celkem,Spachano_pod_vlivem_celkem,Spachano_pod_vlivem_alkoholu_celkem,Spachano_firmou_celkem,Skoda_celkem_tis,Skoda_zajistena_tis,Region,Period
200-299,mravnostní kriminalita,81.0,37.0,0.4568,0.0,7.0,7.0,11.0,5.0,2.0,1.0,0.0,19.0,56.0,0.0,10.0,10.0,14.0,8.0,3.0,1.0,0.0,0.0,0.0,Vysočina,2023-06-01
300-399,krádeže vloupáním,243.0,65.0,0.2675,4.0,7.0,9.0,46.0,6.0,7.0,3.0,0.0,35.0,100.0,6.0,9.0,13.0,67.0,7.0,7.0,3.0,0.0,10448.0,7.0,Vysočina,2023-06-01
400-499,krádeže prosté,408.0,239.0,0.5858,1.0,3.0,4.0,198.0,47.0,12.0,10.0,0.0,45.0,284.0,1.0,4.0,5.0,231.0,53.0,14.0,12.0,0.0,10718.0,65.0,Vysočina,2023-06-01
500-599,ostatní majetková kriminalita,583.0,87.0,0.1492,1.0,0.0,1.0,28.0,6.0,7.0,5.0,0.0,85.0,172.0,3.0,0.0,3.0,58.0,41.0,7.0,5.0,0.0,105062.0,0.0,Vysočina,2023-06-01
300-599,majetková kriminalita,1234.0,391.0,0.3169,6.0,10.0,14.0,272.0,59.0,26.0,18.0,0.0,165.0,556.0,10.0,13.0,21.0,356.0,101.0,28.0,20.0,0.0,126228.0,73.0,Vysočina,2023-06-01
600-699,ostatní kriminalita,723.0,523.0,0.7234,3.0,11.0,14.0,311.0,48.0,62.0,43.0,0.0,35.0,558.0,4.0,15.0,18.0,333.0,54.0,71.0,46.0,0.0,28242.0,0.0,Vysočina,2023-06-01
100-699,obecná kriminalita,2337.0,1133.0,0.48479999999999995,13.0,31.0,42.0,666.0,129.0,149.0,105.0,0.0,260.0,1393.0,19.0,43.0,59.0,790.0,183.0,174.0,118.0,0.0,154897.0,73.0,Vysočina,2023-06-01
700-799,zbývající kriminalita,524.0,358.0,0.6831999999999999,0.0,2.0,2.0,87.0,59.0,227.0,192.0,0.0,72.0,430.0,0.0,2.0,2.0,103.0,71.0,244.0,209.0,1.0,28123.0,0.0,Vysočina,2023-06-01
800-899,hospodářská kriminalita,255.0,122.0,0.47840000000000005,0.0,0.0,0.0,21.0,16.0,0.0,0.0,7.0,42.0,164.0,0.0,0.0,0.0,34.0,21.0,0.0,0.0,14.0,133195.0,0.0,Vysočina,2023-06-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vysočina,2023-06-01
100-106,vraždy,2.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Pardubický,2023-06-01
100-199,násilná kriminalita,213.0,106.0,0.49770000000000003,2.0,8.0,10.0,48.0,16.0,48.0,19.0,0.0,32.0,138.0,2.0,11.0,13.0,63.0,21.0,61.0,25.0,0.0,454.0,0.0,Pardubický,2023-06-01
200-299,mravnostní kriminalita,67.0,32.0,0.47759999999999997,7.0,4.0,11.0,5.0,2.0,5.0,0.0,0.0,7.0,39.0,7.0,5.0,12.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,Pardubický,2023-06-01
300-399,krádeže vloupáním,210.0,89.0,0.4238,0.0,2.0,2.0,74.0,4.0,8.0,1.0,0.0,46.0,135.0,0.0,2.0,2.0,116.0,6.0,12.0,1.0,0.0,7583.0,38.0,Pardubický,2023-06-01
400-499,krádeže prosté,376.0,218.0,0.5798,0.0,6.0,6.0,184.0,8.0,18.0,8.0,0.0,36.0,254.0,0.0,9.0,9.0,208.0,12.0,20.0,8.0,0.0,11303.0,129.0,Pardubický,2023-06-01
500-599,ostatní majetková kriminalita,601.0,104.0,0.17300000000000001,1.0,3.0,4.0,43.0,12.0,14.0,5.0,0.0,79.0,183.0,2.0,5.0,7.0,71.0,26.0,16.0,5.0,0.0,89892.0,203.0,Pardubický,2023-06-01
300-599,majetková kriminalita,1187.0,411.0,0.34630000000000005,1.0,11.0,12.0,301.0,24.0,40.0,14.0,0.0,161.0,572.0,2.0,16.0,18.0,395.0,44.0,48.0,14.0,0.0,108778.0,370.0,Pardubický,2023-06-01
600-699,ostatní kriminalita,435.0,320.0,0.7356,2.0,7.0,8.0,191.0,38.0,92.0,31.0,0.0,37.0,357.0,4.0,9.0,12.0,213.0,44.0,100.0,34.0,0.0,2808.0,0.0,Pardubický,2023-06-01
100-699,obecná kriminalita,1902.0,869.0,0.4569,12.0,30.0,41.0,545.0,80.0,185.0,64.0,0.0,237.0,1106.0,15.0,41.0,55.0,678.0,111.0,214.0,73.0,0.0,112040.0,370.0,Pardubický,2023-06-01
700-799,zbývající kriminalita,583.0,375.0,0.6431999999999999,0.0,1.0,1.0,99.0,70.0,239.0,200.0,0.0,111.0,486.0,0.0,1.0,1.0,137.0,83.0,260.0,217.0,2.0,32226.0,0.0,Pardubický,2023-06-01
800-899,hospodářská kriminalita,219.0,82.0,0.37439999999999996,0.0,0.0,0.0,12.0,31.0,4.0,3.0,2.0,32.0,114.0,0.0,0.0,0.0,23.0,36.0,4.0,3.0,4.0,81094.0,0.0,Pardubický,2023-06-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pardubický,2023-06-01
100-106,vraždy,4.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liberecký,2023-06-01
100-199,násilná kriminalita,336.0,170.0,0.506,2.0,8.0,10.0,79.0,27.0,12.0,11.0,0.0,87.0,257.0,3.0,15.0,18.0,124.0,38.0,19.0,18.0,0.0,822.0,2.0,Liberecký,2023-06-01
200-299,mravnostní kriminalita,97.0,34.0,0.3505,0.0,5.0,5.0,8.0,1.0,2.0,2.0,0.0,16.0,50.0,0.0,8.0,8.0,13.0,1.0,2.0,2.0,0.0,0.0,0.0,Liberecký,2023-06-01
300-399,krádeže vloupáním,693.0,178.0,0.2569,2.0,0.0,2.0,148.0,6.0,1.0,1.0,0.0,93.0,271.0,5.0,6.0,8.0,220.0,14.0,1.0,1.0,0.0,47556.0,117.0,Liberecký,2023-06-01
400-499,krádeže prosté,722.0,389.0,0.5388000000000001,5.0,7.0,12.0,313.0,12.0,4.0,4.0,0.0,79.0,468.0,5.0,7.0,12.0,368.0,19.0,4.0,4.0,0.0,23951.0,445.0,Liberecký,2023-06-01
500-599,ostatní majetková kriminalita,671.0,92.0,0.1371,2.0,1.0,3.0,45.0,7.0,1.0,1.0,0.0,118.0,210.0,3.0,3.0,6.0,100.0,49.0,1.0,1.0,0.0,62882.0,0.0,Liberecký,2023-06-01
300-599,majetková kriminalita,2086.0,659.0,0.3159,9.0,8.0,17.0,506.0,25.0,6.0,6.0,0.0,290.0,949.0,13.0,16.0,26.0,688.0,82.0,6.0,6.0,0.0,134388.0,562.0,Liberecký,2023-06-01
600-699,ostatní kriminalita,750.0,542.0,0.7227,6.0,5.0,9.0,340.0,42.0,27.0,18.0,0.0,101.0,643.0,8.0,11.0,17.0,386.0,49.0,29.0,20.0,0.0,4003.0,0.0,Liberecký,2023-06-01
100-699,obecná kriminalita,3269.0,1405.0,0.42979999999999996,17.0,26.0,41.0,933.0,95.0,47.0,37.0,0.0,494.0,1899.0,24.0,50.0,69.0,1211.0,170.0,56.0,46.0,0.0,139214.0,564.0,Liberecký,2023-06-01
700-799,zbývající kriminalita,601.0,342.0,0.5690999999999999,1.0,1.0,2.0,88.0,52.0,231.0,183.0,0.0,137.0,479.0,2.0,1.0,3.0,120.0,69.0,257.0,205.0,0.0,20103.0,0.0,Liberecký,2023-06-01
800-899,hospodářská kriminalita,342.0,88.0,0.25730000000000003,0.0,0.0,0.0,22.0,15.0,1.0,1.0,0.0,50.0,138.0,1.0,0.0,1.0,37.0,19.0,2.0,2.0,1.0,132799.0,0.0,Liberecký,2023-06-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liberecký,2023-06-01
100-106,vraždy,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Karlovarský,2023-06-01
100-199,násilná kriminalita,224.0,112.0,0.5,1.0,3.0,4.0,58.0,7.0,5.0,5.0,0.0,61.0,173.0,2.0,6.0,8.0,88.0,10.0,9.0,6.0,0.0,486.0,0.0,Karlovarský,2023-06-01
200-299,mravnostní kriminalita,45.0,19.0,0.42219999999999996,1.0,5.0,6.0,1.0,1.0,2.0,2.0,0.0,20.0,39.0,5.0,10.0,15.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,Karlovarský,2023-06-01
300-399,krádeže vloupáním,426.0,103.0,0.2418,1.0,3.0,3.0,75.0,2.0,0.0,0.0,0.0,78.0,181.0,2.0,4.0,4.0,140.0,3.0,1.0,0.0,0.0,20494.0,146.0,Karlovarský,2023-06-01
400-499,krádeže prosté,462.0,258.0,0.5584,1.0,0.0,1.0,217.0,7.0,0.0,0.0,0.0,63.0,321.0,1.0,2.0,3.0,264.0,10.0,0.0,0.0,0.0,11778.0,217.0,Karlovarský,2023-06-01
500-599,ostatní majetková kriminalita,358.0,33.0,0.0922,0.0,0.0,0.0,18.0,4.0,1.0,1.0,0.0,49.0,82.0,0.0,1.0,1.0,34.0,21.0,1.0,1.0,0.0,69835.0,0.0,Karlovarský,2023-06-01
300-599,majetková kriminalita,1246.0,394.0,0.31620000000000004,2.0,3.0,4.0,310.0,13.0,1.0,1.0,0.0,190.0,584.0,3.0,7.0,8.0,438.0,34.0,2.0,1.0,0.0,102107.0,363.0,Karlovarský,2023-06-01
600-699,ostatní kriminalita,416.0,290.0,0.6970999999999999,2.0,1.0,3.0,184.0,17.0,20.0,8.0,0.0,72.0,362.0,2.0,3.0,5.0,226.0,23.0,26.0,11.0,0.0,475.0,0.0,Karlovarský,2023-06-01
100-699,obecná kriminalita,1931.0,815.0,0.42210000000000003,6.0,12.0,17.0,553.0,38.0,28.0,16.0,0.0,343.0,1158.0,12.0,26.0,36.0,755.0,68.0,40.0,21.0,0.0,103068.0,363.0,Karlovarský,2023-06-01
700-799,zbývající kriminalita,435.0,210.0,0.4828,0.0,0.0,0.0,73.0,16.0,164.0,106.0,0.0,129.0,339.0,0.0,0.0,0.0,133.0,34.0,195.0,121.0,1.0,17761.0,0.0,Karlovarský,2023-06-01
800-899,hospodářská kriminalita,226.0,71.0,0.31420000000000003,1.0,0.0,1.0,20.0,7.0,0.0,0.0,0.0,39.0,110.0,1.0,1.0,2.0,26.0,13.0,0.0,0.0,0.0,113796.0,0.0,Karlovarský,2023-06-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Karlovarský,2023-06-01
100-106,vraždy,91.0,66.0,0.7253000000000001,1.0,1.0,2.0,21.0,18.0,25.0,22.0,0.0,11.0,77.0,1.0,1.0,2.0,21.0,19.0,27.0,22.0,0.0,0.0,0.0,Česká republika,2023-07-01
100-199,násilná kriminalita,8159.0,4290.0,0.5257999999999999,163.0,208.0,340.0,1873.0,481.0,802.0,559.0,0.0,1664.0,5954.0,247.0,330.0,527.0,2484.0,661.0,1026.0,713.0,0.0,39964.0,709.0,Česká republika,2023-07-01
200-299,mravnostní kriminalita,2012.0,887.0,0.4409,94.0,107.0,201.0,155.0,81.0,53.0,29.0,1.0,441.0,1328.0,146.0,190.0,336.0,212.0,107.0,69.0,38.0,1.0,962.0,0.0,Česká republika,2023-07-01
300-399,krádeže vloupáním,19098.0,3671.0,0.19219999999999998,37.0,85.0,111.0,2946.0,211.0,64.0,20.0,0.0,1958.0,5629.0,87.0,167.0,221.0,4400.0,388.0,90.0,27.0,0.0,966998.0,6633.0,Česká republika,2023-07-01
400-499,krádeže prosté,20864.0,8820.0,0.4227,58.0,174.0,227.0,7061.0,481.0,189.0,91.0,0.0,1870.0,10690.0,108.0,278.0,366.0,8248.0,686.0,216.0,104.0,0.0,708240.0,8270.0,Česká republika,2023-07-01
500-599,ostatní majetková kriminalita,20187.0,2557.0,0.1267,42.0,51.0,86.0,1249.0,265.0,127.0,70.0,0.0,2344.0,4901.0,70.0,106.0,165.0,2230.0,836.0,156.0,85.0,11.0,2875658.0,568.0,Česká republika,2023-07-01
300-599,majetková kriminalita,60149.0,15048.0,0.2502,137.0,310.0,424.0,11256.0,957.0,380.0,181.0,0.0,6172.0,21220.0,265.0,551.0,752.0,14878.0,1910.0,462.0,216.0,11.0,4550897.0,15471.0,Česká republika,2023-07-01
600-699,ostatní kriminalita,17903.0,11739.0,0.6557,208.0,263.0,455.0,6709.0,1239.0,1016.0,507.0,3.0,1959.0,13698.0,281.0,391.0,650.0,7609.0,1430.0,1187.0,580.0,3.0,1260504.0,0.0,Česká republika,2023-07-01
100-699,obecná kriminalita,88223.0,31964.0,0.36229999999999996,602.0,888.0,1420.0,19993.0,2758.0,2251.0,1276.0,4.0,10236.0,42200.0,939.0,1462.0,2265.0,25183.0,4108.0,2744.0,1547.0,15.0,5852327.0,16180.0,Česká republika,2023-07-01
700-799,zbývající kriminalita,14962.0,9650.0,0.645,14.0,18.0,31.0,2852.0,1419.0,6086.0,4599.0,3.0,3085.0,12735.0,17.0,29.0,45.0,3850.0,1803.0,6780.0,5089.0,21.0,1377096.0,0.0,Česká republika,2023-07-01
800-899,hospodářská kriminalita,8194.0,2965.0,0.3619,10.0,5.0,15.0,544.0,700.0,19.0,8.0,119.0,1339.0,4304.0,13.0,14.0,27.0,878.0,888.0,22.0,10.0,200.0,10043491.0,225.0,Česká republika,2023-07-01
900-999,vojenské a protiústavní činy,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Česká republika,2023-07-01
100-106,vraždy,12.0,8.0,0.6667000000000001,0.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,10.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,Praha,2023-07-01
100-199,násilná kriminalita,968.0,416.0,0.42979999999999996,13.0,24.0,29.0,123.0,117.0,48.0,45.0,0.0,210.0,626.0,27.0,46.0,57.0,176.0,160.0,61.0,56.0,0.0,9823.0,0.0,Praha,2023-07-01
200-299,mravnostní kriminalita,266.0,106.0,0.3985,2.0,7.0,9.0,18.0,13.0,2.0,2.0,0.0,38.0,144.0,7.0,9.0,16.0,20.0,17.0,5.0,4.0,0.0,0.0,0.0,Praha,2023-07-01
300-399,krádeže vloupáním,5737.0,398.0,0.0694,1.0,4.0,5.0,312.0,28.0,4.0,1.0,0.0,377.0,775.0,3.0,5.0,8.0,541.0,68.0,5.0,1.0,0.0,311310.0,1623.0,Praha,2023-07-01
400-499,krádeže prosté,5973.0,1085.0,0.18170000000000003,4.0,16.0,20.0,737.0,132.0,8.0,6.0,0.0,335.0,1420.0,7.0,29.0,35.0,924.0,168.0,10.0,6.0,0.0,261571.0,3581.0,Praha,2023-07-01
500-599,ostatní majetková kriminalita,5151.0,572.0,0.11109999999999999,5.0,5.0,9.0,288.0,108.0,12.0,9.0,0.0,485.0,1057.0,8.0,13.0,19.0,448.0,267.0,17.0,11.0,1.0,848514.0,49.0,Praha,2023-07-01
300-599,majetková kriminalita,16861.0,2055.0,0.1219,10.0,25.0,34.0,1337.0,268.0,24.0,16.0,0.0,1197.0,3252.0,18.0,47.0,62.0,1913.0,503.0,32.0,18.0,1.0,1421395.0,5253.0,Praha,2023-07-01
600-699,ostatní kriminalita,3116.0,1568.0,0.5032,5.0,13.0,18.0,688.0,338.0,61.0,28.0,1.0,266.0,1834.0,8.0,26.0,33.0,784.0,393.0,76.0,35.0,1.0,36407.0,0.0,Praha,2023-07-01
100-699,obecná kriminalita,21211.0,4145.0,0.1954,30.0,69.0,90.0,2166.0,736.0,135.0,91.0,1.0,1711.0,5856.0,60.0,128.0,168.0,2893.0,1073.0,174.0,113.0,2.0,1467624.0,5253.0,Praha,2023-07-01
700-799,zbývající kriminalita,1500.0,938.0,0.6253,0.0,1.0,1.0,183.0,254.0,655.0,381.0,0.0,358.0,1296.0,0.0,3.0,3.0,253.0,312.0,736.0,428.0,1.0,60979.0,0.0,Praha,2023-07-01
800-899,hospodářská kriminalita,1807.0,492.0,0.2723,2.0,0.0,2.0,41.0,259.0,3.0,1.0,23.0,311.0,803.0,3.0,1.0,4.0,94.0,327.0,3.0,1.0,35.0,6754858.0,56.0,Praha,2023-07-01
900-999,vojenské a protiústavní činy,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Praha,2023-07-01
100-106,vraždy,9.0,9.0,1.0,0.0,0.0,0.0,3.0,4.0,5.0,5.0,0.0,3.0,12.0,0.0,0.0,0.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,Středočeský,2023-07-01
100-199,násilná kriminalita,910.0,401.0,0.4407,10.0,12.0,22.0,185.0,54.0,47.0,32.0,0.0,205.0,606.0,16.0,17.0,33.0,237.0,79.0,59.0,43.0,0.0,5261.0,0.0,Středočeský,2023-07-01
200-299,mravnostní kriminalita,191.0,75.0,0.39270000000000005,1.0,8.0,9.0,17.0,9.0,1.0,1.0,0.0,59.0,134.0,3.0,23.0,26.0,30.0,14.0,3.0,2.0,0.0,65.0,0.0,Středočeský,2023-07-01
300-399,krádeže vloupáním,2607.0,375.0,0.1438,2.0,2.0,4.0,319.0,40.0,4.0,1.0,0.0,270.0,645.0,6.0,3.0,9.0,505.0,87.0,6.0,2.0,0.0,159864.0,1433.0,Středočeský,2023-07-01
400-499,krádeže prosté,1841.0,714.0,0.38780000000000003,3.0,8.0,11.0,550.0,43.0,11.0,5.0,0.0,213.0,927.0,4.0,12.0,16.0,671.0,72.0,16.0,8.0,0.0,94358.0,700.0,Středočeský,2023-07-01
500-599,ostatní majetková kriminalita,2236.0,205.0,0.0917,4.0,6.0,9.0,85.0,19.0,6.0,5.0,0.0,306.0,511.0,6.0,13.0,18.0,227.0,87.0,6.0,5.0,2.0,398922.0,0.0,Středočeský,2023-07-01
300-599,majetková kriminalita,6684.0,1294.0,0.1936,9.0,16.0,24.0,954.0,102.0,21.0,11.0,0.0,789.0,2083.0,16.0,28.0,43.0,1403.0,246.0,28.0,15.0,2.0,653143.0,2133.0,Středočeský,2023-07-01
600-699,ostatní kriminalita,2167.0,1514.0,0.6987000000000001,5.0,8.0,13.0,846.0,177.0,44.0,26.0,1.0,289.0,1803.0,9.0,25.0,34.0,981.0,195.0,53.0,29.0,1.0,143937.0,0.0,Středočeský,2023-07-01
100-699,obecná kriminalita,9952.0,3284.0,0.33,25.0,44.0,68.0,2002.0,342.0,113.0,70.0,1.0,1342.0,4626.0,44.0,93.0,136.0,2651.0,534.0,143.0,89.0,3.0,802406.0,2133.0,Středočeský,2023-07-01
700-799,zbývající kriminalita,1998.0,1354.0,0.6777,2.0,2.0,4.0,351.0,275.0,875.0,734.0,0.0,452.0,1806.0,3.0,3.0,6.0,472.0,340.0,974.0,810.0,5.0,105615.0,0.0,Středočeský,2023-07-01
800-899,hospodářská kriminalita,724.0,159.0,0.21960000000000002,2.0,2.0,4.0,29.0,36.0,1.0,0.0,10.0,136.0,295.0,2.0,4.0,6.0,62.0,55.0,2.0,0.0,25.0,895275.0,0.0,Středočeský,2023-07-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Středočeský,2023-07-01
100-106,vraždy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jihočeský,2023-07-01
100-199,násilná kriminalita,520.0,318.0,0.6114999999999999,10.0,15.0,24.0,123.0,25.0,46.0,41.0,0.0,124.0,442.0,21.0,23.0,42.0,156.0,37.0,61.0,56.0,0.0,778.0,3.0,Jihočeský,2023-07-01
200-299,mravnostní kriminalita,148.0,82.0,0.5540999999999999,10.0,9.0,19.0,10.0,5.0,1.0,1.0,0.0,10.0,92.0,12.0,10.0,22.0,11.0,5.0,2.0,2.0,0.0,0.0,0.0,Jihočeský,2023-07-01
300-399,krádeže vloupáním,707.0,185.0,0.26170000000000004,2.0,7.0,9.0,124.0,4.0,2.0,1.0,0.0,77.0,262.0,5.0,13.0,17.0,174.0,7.0,4.0,3.0,0.0,44831.0,239.0,Jihočeský,2023-07-01
400-499,krádeže prosté,815.0,483.0,0.5926,4.0,5.0,8.0,373.0,14.0,9.0,9.0,0.0,65.0,548.0,5.0,8.0,12.0,407.0,20.0,10.0,10.0,0.0,17142.0,271.0,Jihočeský,2023-07-01
500-599,ostatní majetková kriminalita,890.0,117.0,0.1315,4.0,4.0,7.0,47.0,12.0,6.0,5.0,0.0,89.0,206.0,5.0,7.0,11.0,88.0,36.0,9.0,7.0,0.0,124017.0,0.0,Jihočeský,2023-07-01
300-599,majetková kriminalita,2412.0,785.0,0.32549999999999996,10.0,16.0,24.0,544.0,30.0,17.0,15.0,0.0,231.0,1016.0,15.0,28.0,40.0,669.0,63.0,23.0,20.0,0.0,185989.0,511.0,Jihočeský,2023-07-01
600-699,ostatní kriminalita,1005.0,718.0,0.7143999999999999,15.0,19.0,31.0,445.0,61.0,74.0,42.0,0.0,72.0,790.0,16.0,25.0,38.0,478.0,68.0,78.0,43.0,0.0,81780.0,0.0,Jihočeský,2023-07-01
100-699,obecná kriminalita,4085.0,1903.0,0.46590000000000004,45.0,59.0,98.0,1122.0,121.0,138.0,99.0,0.0,437.0,2340.0,64.0,86.0,142.0,1314.0,173.0,164.0,121.0,0.0,268548.0,514.0,Jihočeský,2023-07-01
700-799,zbývající kriminalita,1082.0,815.0,0.7532,1.0,1.0,2.0,325.0,83.0,432.0,325.0,0.0,119.0,934.0,1.0,1.0,2.0,372.0,96.0,463.0,349.0,0.0,55027.0,0.0,Jihočeský,2023-07-01
800-899,hospodářská kriminalita,461.0,232.0,0.5033,1.0,0.0,1.0,39.0,36.0,1.0,0.0,2.0,71.0,303.0,1.0,0.0,1.0,64.0,44.0,1.0,0.0,5.0,260847.0,0.0,Jihočeský,2023-07-01
900-999,vojenské a protiústavní činy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jihočeský,2023-07-01
100-106,vraždy,10.0,7.0,0.7,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,Plzeňský,2023-07-01
100-199,násilná kriminalita,432.0,193.0,0.4468,2.0,3.0,5.0,85.0,31.0,16.0,15.0,0.0,109.0,302.0,4.0,9.0,13.0,135.0,47.0,19.0,18.0,0.0,1630.0,0.0,Plzeňský,2023-07-01
200-299,mravnostní kriminalita,97.0,35.0,0.3608,3.0,6.0,9.0,7.0,7.0,1.0,1.0,1.0,31.0,66.0,4.0,12.0,16.0,12.0,13.0,1.0,1.0,1.0,0.0,0.0,Plzeňský,2023-07-01
300-399,krádeže vloupáním,975.0,138.0,0.14150000000000001,0.0,2.0,2.0,109.0,10.0,0.0,0.0,0.0,162.0,300.0,1.0,7.0,8.0,247.0,29.0,1.0,1.0,0.0,38199.0,29.0,Plzeňský,2023-07-01
400-499,krádeže prosté,958.0,431.0,0.4499,2.0,2.0,4.0,365.0,18.0,1.0,0.0,0.0,149.0,580.0,3.0,12.0,14.0,465.0,40.0,1.0,0.0,0.0,24196.0,132.0,Plzeňský,2023-07-01
500-599,ostatní majetková kriminalita,971.0,86.0,0.0886,1.0,1.0,2.0,36.0,13.0,4.0,4.0,0.0,110.0,196.0,1.0,5.0,6.0,88.0,26.0,6.0,6.0,0.0,97331.0,20.0,Plzeňský,2023-07-01
300-599,majetková kriminalita,2904.0,655.0,0.2256,3.0,5.0,8.0,510.0,41.0,5.0,4.0,0.0,421.0,1076.0,5.0,24.0,28.0,800.0,95.0,8.0,7.0,0.0,159726.0,181.0,Plzeňský,2023-07-01
600-699,ostatní kriminalita,984.0,628.0,0.6382,9.0,4.0,13.0,371.0,65.0,31.0,13.0,0.0,141.0,769.0,11.0,9.0,20.0,446.0,86.0,36.0,17.0,0.0,45612.0,0.0,Plzeňský,2023-07-01
100-699,obecná kriminalita,4417.0,1511.0,0.3421,17.0,18.0,35.0,973.0,144.0,53.0,33.0,1.0,702.0,2213.0,24.0,54.0,77.0,1393.0,241.0,64.0,43.0,1.0,206968.0,181.0,Plzeňský,2023-07-01
700-799,zbývající kriminalita,1023.0,552.0,0.5396,1.0,1.0,2.0,162.0,107.0,373.0,238.0,0.0,262.0,814.0,1.0,2.0,3.0,250.0,158.0,454.0,289.0,2.0,40178.0,0.0,Plzeňský,2023-07-01
800-899,hospodářská kriminalita,400.0,154.0,0.385,0.0,0.0,0.0,28.0,77.0,0.0,0.0,3.0,86.0,240.0,0.0,0.0,0.0,54.0,95.0,0.0,0.0,5.0,83564.0,0.0,Plzeňský,2023-07-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plzeňský,2023-07-01
100-106,vraždy,7.0,7.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,Ústecký,2023-07-01
100-199,násilná kriminalita,892.0,561.0,0.6289,22.0,23.0,44.0,279.0,39.0,97.0,55.0,0.0,123.0,684.0,32.0,38.0,65.0,329.0,48.0,109.0,61.0,0.0,2094.0,703.0,Ústecký,2023-07-01
200-299,mravnostní kriminalita,291.0,136.0,0.46740000000000004,23.0,18.0,41.0,20.0,11.0,9.0,6.0,0.0,63.0,199.0,33.0,34.0,67.0,26.0,12.0,11.0,8.0,0.0,0.0,0.0,Ústecký,2023-07-01
300-399,krádeže vloupáním,1443.0,464.0,0.32159999999999994,4.0,10.0,12.0,384.0,33.0,8.0,2.0,0.0,174.0,638.0,14.0,25.0,30.0,517.0,48.0,9.0,2.0,0.0,54019.0,389.0,Ústecký,2023-07-01
